FeatureType,AssetID,source_layer,public_length_m,SurfaceMaterial,A2_400m_Score,A2_250m_Score,A2_100m_Score,A3_400m_Score,A3_250m_Score,A3_100m_Score,A4_400m_Score,A4_250m_Score,A4_100m_Score,B0_400m_Score,B0_250m_Score,B0_100m_Score,B1_400m_Score,B1_250m_Score,B1_100m_Score,B2_400m_Score,B2_250m_Score,B2_100m_Score,B3_400m_Score,B3_250m_Score,B3_100m_Score,C2_400m_Score,C2_250m_Score,C2_100m_Score,C3_0m_Score,C4_0m_Score,C5_0m_Score,C6_0m_Score,D0_400m_Score,D0_250m_Score,D0_100m_Score,D1_400m_Score,D1_250m_Score,D1_100m_Score,D2_400m_Score,D2_250m_Score,D2_100m_Score,D3_400m_Score,D3_250m_Score,D3_100m_Score,D4_400m_Score,D4_250m_Score,D4_100m_Score,E6_0m_Score,F1_400m_Score,F1_250m_Score,F1_100m_Score,F9_400m_Score,F9_250m_Score,F9_100m_Score,G0_400m_Score,G0_250m_Score,G0_100m_Score,G1_0m_Score,G2_0m_Score,G3_0m_Score,G4_0m_Score,G5_0m_Score,A1_400m_Score,A1_250m_Score,A1_100m_Score,E0_400m_Score,E0_250m_Score,E0_100m_Score,E1_400m_Score,E1_250m_Score,E1_100m_Score,E2_400m_Score,E2_250m_Score,E2_100m_Score,E3_400m_Score,E3_250m_Score,E3_100m_Score,C0_400m_Score,C0_250m_Score,C0_100m_Score,F0_400m_Score,F0_250m_Score,F0_100m_Score,F8_400m_Score,F8_250m_Score,F8_100m_Score,F2_0m_Score,F3_0m_Score,F4_0m_Score,F6_0m_Score,F7_0m_Score,A0_400m_Score,A0_250m_Score,A0_100m_Score,A5_400m_Score,A5_250m_Score,A5_100m_Score,C1_400m_Score,C1_250m_Score,C1_100m_Score,E4_0m_Score,E5_0m_Score,MI_Value_Public_Rebuild,MI_Score_Public_Rebuild,MI_Score_Public_Normalized,ConditionScore,AssetLength,DistressExtentRatio,WeightedDistressExtentRatio,U_Gap_L3,U_Grade_L3,U_Trip_L3,D_Crack_L1,D_Crack_L2,D_Crossfall_L1,D_Heave_L1,D_Heave_L2,D_Patch_L1,D_Patch_L2,D_Ponding_L1,D_Ponding_L2,D_Rough_L1,D_Rough_L2,D_Trip_L1,D_Trip_L2,D_Utility_L1,D_Utility_L2,T_Crossfall_L1,T_Culvert_L1,T_Obstruct_L1,T_Pond_L2,T_Rocks_L1,T_Roots_L1,T_Roots_L2,T_Rut_L1,T_Rut_L2,T_Veg_L1,T_Mud_L1,T_Pond_L1,T_Rocks_L2,T_Steps_L1,T_Structure_L1,Risk_Product_Public_MI_x_Condition
RPath,1184,sidewalks,19.626,CON,1,2,0,1,2,0,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,1,2,2,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,1,0,0,0,1,1,1,2,2,0,0,0,3,1,1,0,0,0,0,0,1,0,0,1,2,0,1,2,0,1,0,0,1,2,2,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,5,0,69,4,4,2,21.4,0.351,0.088,,,,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
RPath,1186,sidewalks,527.046,CON,1,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,2,2,1,2,0,1,2,2,1,2,2,0,1,2,0,0,0,0,1,2,2,5,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5,0,67,4,4,2,546.3,0.044,0.042,,,,0.003,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
RPath,1187,sidewalks,12.43,CON,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,2,0,1,2,2,0,1,2,0,0,0,0,1,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,45,2,2,2,13.3,0.337,0.084,,,,0.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
RPath,1188,sidewalks,85.567,CON,1,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,2,2,1,2,0,1,2,2,1,2,2,0,1,2,0,0,0,0,1,2,2,5,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5,0,63,3,3,3,90.6,0.149,0.137,,,,0.017,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
RPath,1189,sidewalks,27.589,CON,1,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,1,2,2,1,2,2,0,1,2,0,0,0,0,1,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,52,3,3,1,30.7,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
RPath,1190,sidewalks,380.04,HMAC,1,2,0,1,2,2,1,0,0,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,5,5,0,2,0,0,0,1,2,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,2,2,0,0,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,92,5,5,4,380.8,0.398,0.356,,,,0.047,0.327,,,,,,,,,,,0.012,0.012,,,,,,,,,,,,,,,,,20.0
RPath,1191,sidewalks,342.878,CON,1,2,2,1,2,0,1,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,0,0,0,0,0,0,1,1,1,2,2,5,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,80,4,4,1,342.9,0.013,0.008,,,,0.004,,,,,,,,,,,,0.004,0.004,,,,,,,,,,,,,,,,,4.0
RPath,1192,sidewalks,228.419,CON,1,2,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,0,1,2,0,0,0,0,1,2,2,5,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5,0,66,4,3,2,233.0,0.026,0.016,,,,0.013,,,,,,,,,,,,0.013,,,,,,,,,,,,,,,,,,6.0
RPath,1193,sidewalks,284.963,CON,1,2,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,0,1,2,0,0,0,0,1,2,2,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5,0,65,4,3,1,284.8,0.005,0.003,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,3.0
RPath,1194,sidewalks,373.888,CON,1,2,2,1,2,2,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,3,1,1,1,1,0,0,1,2,0,1,2,0,5,0,71,4,4,1,369.6,0.008,0.005,,,,0.004,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,4.0
RPath,1195,sidewalks,45.516,HMAC,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,5,5,0,2,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,5,1,2,2,0,1,0,1,2,2,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,74,4,4,2,48.8,0.154,0.046,,,,0.123,,,,,,,,,,,,,0.031,,,,,,,,,,,,,,,,,8.0
RPath,1196,sidewalks,26.734,CON,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,46,3,2,2,26.7,0.056,0.014,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
RPath,1197,sidewalks,120.489,HMAC,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,38,2,2,3,108.5,0.415,0.166,,,,,0.069,,,,,,,0.014,0.332,,,,,,,,,,,,,,,,,,,,,6.0
RPath,1198,sidewalks,230.459,CON,1,2,2,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,37,2,2,2,230.4,0.033,0.013,,,,0.020,0.007,,,,,,,,0.007,,,,,,,,,,,,,,,,,,,,,4.0
RPath,1199,sidewalks,77.815,CON,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,41,2,2,2,78.3,0.077,0.019,,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,4.0
RPath,1200,sidewalks,135.235,CON,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,41,2,2,1,134.8,0.022,0.006,,,,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
RPath,1201,sidewalks,295.85,CON,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,5,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,60,3,3,2,295.8,0.025,0.025,0.015,,,,0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
RPath,1202,sidewalks,3.251,CON,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,30,2,2,1,6.0,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
RPath,1203,sidewalks,217.93,CON,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,41,2,2,2,217.9,0.048,0.012,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
RPath,1204,sidewalks,51.868,CON,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,39,2,2,3,54.1,0.249,0.104,,,,0.194,,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,6.0
RPath,1205,sidewalks,92.325,CON,1,2,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,2,2,0,0,0,0,1,1,2,0,0,0,0,1,2,2,0,0,0,1,2,2,1,2,0,1,2,2,1,2,0,5,0,1,1,1,1,2,0,1,2,2,1,2,0,5,0,79,4,4,2,92.1,0.244,0.085,,,,0.147,,,,,,,,,,,,,0.098,,,,,,,,,,,,,,,,,8.0
RPath,1206,sidewalks,73.991,CON,1,2,2,0,0,0,0,0,0,1,2,2,0,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,2,2,0,0,0,3,1,1,2,0,0,0,0,1,2,2,0,0,0,1,2,2,1,2,0,1,2,2,1,0,0,5,0,1,1,1,1,2,2,1,2,0,1,2,0,5,0,82,4,4,2,74.0,0.122,0.051,,,,0.041,,,,,,,,,,,,,0.081,,,,,,,,,,,,,,,,,8.0
RPath,1207,sidewalks,89.668,CON,1,2,2,0,0,0,0,0,0,1,2,2,0,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,2,2,0,0,0,3,1,1,2,2,0,0,0,1,2,2,0,0,0,1,2,2,1,2,0,1,2,2,1,0,0,5,0,1,1,1,1,2,2,1,2,2,1,2,0,5,0,87,5,5,2,89.7,0.251,0.079,,,,0.184,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,,,10.0
RPath,1208,sidewalks,71.597,CON,1,2,2,0,0,0,0,0,0,1,2,2,0,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,2,2,0,0,0,3,1,1,2,0,0,0,0,1,2,2,0,0,0,1,2,2,1,2,0,1,2,2,1,2,0,5,0,1,1,1,1,2,2,1,2,2,1,2,0,5,0,87,5,5,2,71.6,0.188,0.052,,,,0.167,,,,,,,,,,,,,0.021,,,,,,,,,,,,,,,,,10.0
RPath,1209,sidewalks,183.027,CON,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,48,3,2,2,183.2,0.106,0.043,,,,0.008,0.008,,,,,,,,0.065,,,0.008,0.016,,,,,,,,,,,,,,,,,4.0
RPath,1210,sidewalks,82.968,CON,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,0,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,40,2,2,2,79.5,0.151,0.038,,,,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
RPath,1211,sidewalks,88.132,CON,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,43,2,2,2,91.7,0.098,0.053,,,,0.033,,,,,,,,,0.016,,,0.033,0.016,,,,,,,,,,,,,,,,,4.0
RPath,1212,sidewalks,61.323,HMAC,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,37,2,2,2,62.7,0.215,0.090,,,0.024,0.168,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
RPath,1213,sidewalks,82.469,CON,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,35,2,2,2,82.5,0.018,0.018,,,,,,,,,,,,,,,,0.018,,,,,,,,,,,,,,,,,,4.0
RPath,1214,sidewalks,74.62,CON,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,35,2,2,2,74.6,0.100,0.050,,,0.020,0.040,,,,,,,,,,,0.040,,,,,,,,,,,,,,,,,,,4.0
RPath,1215,sidewalks,65.262,CON,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,21,1,1,1,65.3,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
RPath,1216,sidewalks,16.294,HMAC,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,20,1,1,1,16.2,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
RPath,1217,sidewalks,40.317,HMAC,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,25,1,1,2,40.3,0.037,0.037,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
RPath,1218,sidewalks,302.461,CON,1,2,0,1,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,34,2,2,1,310.9,0.034,0.008,,,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
RPath,1219,sidewalks,303.556,CON,1,2,0,1,2,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,28,2,1,1,303.6,0.015,0.004,,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
RPath,1220,sidewalks,33.64,CON,1,2,2,1,2,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,58,3,3,3,35.5,0.211,0.116,,,,0.127,,,,,,,,,,,,,,0.085,,,,,,,,,,,,,,,,9.0
RPath,1221,sidewalks,172.84,CON,1,2,2,1,2,2,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,2,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,60,3,3,2,174.5,0.052,0.034,,,,0.017,0.026,,,,,,,,,,0.009,,,,,,,,,,,,,,,,,,,6.0
RPath,1222,sidewalks,44.535,CON,1,2,0,1,2,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,52,3,3,3,46.5,0.161,0.113,,,,0.064,0.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
RPath,1223,sidewalks,111.102,CON,1,2,0,1,2,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,1,2,0,0,0,0,0,0,1,0,1,2,0,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,56,3,3,2,113.5,0.066,0.059,,,,,0.053,,,,,,,,,,0.013,,,,,,,,,,,,,,,,,,,6.0
RPath,1224,sidewalks,163.621,CON,1,2,2,1,2,2,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,2,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,64,4,3,3,164.8,0.127,0.100,,,,0.036,0.082,,,,,,,,,,,0.009,,,,,,,,,,,,,,,,,,9.0
RPath,1226,sidewalks,118.396,CON,1,0,0,1,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,51,3,3,2,121.5,0.086,0.086,0.025,,,,0.049,,,,,,,,,,,,,0.012,,,,,,,,,,,,,,,,6.0
RPath,1227,sidewalks,112.457,CON,1,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,53,3,3,2,116.6,0.064,0.064,,0.026,,,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
RPath,1228,sidewalks,360.829,CON,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,5,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,1,0,0,0,1,0,1,2,2,5,0,0,3,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,60,3,3,2,363.0,0.070,0.065,,,,0.004,0.050,,,,,,,,,,0.004,0.012,,,,,,,,,,,,,,,,,,6.0
RPath,1229,sidewalks,312.864,PB,1,2,2,1,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,0,0,1,2,2,1,2,2,0,0,0,1,0,0,0,1,2,2,0,1,0,1,2,2,5,5,4,3,0,0,0,0,0,0,0,1,2,0,1,2,0,1,2,0,1,2,0,1,0,0,0,0,0,5,0,1,1,1,1,2,2,0,0,0,0,0,0,5,0,91,5,5,2,313.8,0.014,0.014,,,,,,,,,,,,0.005,,,,,,0.010,,,,,,,,,,,,,,,,10.0
RPath,1230,sidewalks,13.784,PB,1,2,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,5,5,4,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,2,0,1,0,0,1,0,0,0,0,0,5,0,1,0,1,1,0,0,0,0,0,0,0,0,5,0,70,4,4,1,13.8,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
