FeatureType,AssetID,source_layer,public_length_m,SurfaceMaterial,A2_400m_Score,A2_250m_Score,A2_100m_Score,A3_400m_Score,A3_250m_Score,A3_100m_Score,A4_400m_Score,A4_250m_Score,A4_100m_Score,B0_400m_Score,B0_250m_Score,B0_100m_Score,B1_400m_Score,B1_250m_Score,B1_100m_Score,B2_400m_Score,B2_250m_Score,B2_100m_Score,B3_400m_Score,B3_250m_Score,B3_100m_Score,C2_400m_Score,C2_250m_Score,C2_100m_Score,C3_0m_Score,C4_0m_Score,C5_0m_Score,C6_0m_Score,D0_400m_Score,D0_250m_Score,D0_100m_Score,D1_400m_Score,D1_250m_Score,D1_100m_Score,D2_400m_Score,D2_250m_Score,D2_100m_Score,D3_400m_Score,D3_250m_Score,D3_100m_Score,D4_400m_Score,D4_250m_Score,D4_100m_Score,E6_0m_Score,F1_400m_Score,F1_250m_Score,F1_100m_Score,F9_400m_Score,F9_250m_Score,F9_100m_Score,G0_400m_Score,G0_250m_Score,G0_100m_Score,G1_0m_Score,G2_0m_Score,G3_0m_Score,G4_0m_Score,G5_0m_Score,A1_400m_Score,A1_250m_Score,A1_100m_Score,E0_400m_Score,E0_250m_Score,E0_100m_Score,E1_400m_Score,E1_250m_Score,E1_100m_Score,E2_400m_Score,E2_250m_Score,E2_100m_Score,E3_400m_Score,E3_250m_Score,E3_100m_Score,C0_400m_Score,C0_250m_Score,C0_100m_Score,F0_400m_Score,F0_250m_Score,F0_100m_Score,F8_400m_Score,F8_250m_Score,F8_100m_Score,F2_0m_Score,F3_0m_Score,F4_0m_Score,F6_0m_Score,F7_0m_Score,A0_400m_Score,A0_250m_Score,A0_100m_Score,A5_400m_Score,A5_250m_Score,A5_100m_Score,C1_400m_Score,C1_250m_Score,C1_100m_Score,E4_0m_Score,E5_0m_Score,MI_Value_Public_Rebuild,MI_Score_Public_Rebuild,MI_Score_Public_Normalized,ConditionScore,AssetLength,DistressExtentRatio,WeightedDistressExtentRatio,U_Gap_L3,U_Grade_L3,U_Trip_L3,D_Crack_L1,D_Crack_L2,D_Crossfall_L1,D_Heave_L1,D_Heave_L2,D_Patch_L1,D_Patch_L2,D_Ponding_L1,D_Ponding_L2,D_Rough_L1,D_Rough_L2,D_Trip_L1,D_Trip_L2,D_Utility_L1,D_Utility_L2,T_Crossfall_L1,T_Culvert_L1,T_Obstruct_L1,T_Pond_L2,T_Rocks_L1,T_Roots_L1,T_Roots_L2,T_Rut_L1,T_Rut_L2,T_Veg_L1,T_Mud_L1,T_Pond_L1,T_Rocks_L2,T_Steps_L1,T_Structure_L1,Risk_Product_Public_MI_x_Condition
RPath,1,sidewalks,66.779,HMAC,1,2,2,1,2,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,46,3,2,3,68.6,0.219,0.219,,,,,0.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
RPath,2,sidewalks,169.426,CON,1,2,2,1,2,2,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,53,3,3,3,169.4,0.257,0.241,,,0.027,0.009,0.204,,,,,,,,,,,,0.018,,,,,,,,,,,,,,,,,9.0
RPath,3,sidewalks,111.178,CON,1,2,2,1,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2,2,1,2,2,0,0,0,1,2,2,0,1,2,2,0,1,1,1,2,2,0,5,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,69,4,4,3,111.2,0.216,0.121,,,,0.108,0.081,,,,,,,,,,0.027,,,,,,,,,,,,,,,,,,,12.0
RPath,4,sidewalks,72.488,CON,1,2,2,1,0,0,1,0,0,1,2,0,1,2,2,0,0,0,0,0,0,1,2,2,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,2,2,1,2,2,1,2,0,1,2,0,0,0,0,5,3,0,0,1,0,0,0,0,0,0,0,0,0,5,0,68,4,4,3,72.3,0.249,0.249,,,,,0.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0
RPath,5,sidewalks,229.372,CON,1,2,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,42,2,2,2,229.6,0.046,0.011,,,,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
RPath,6,sidewalks,355.725,CON,1,2,0,0,0,0,0,0,0,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,5,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,5,0,57,3,3,2,350.5,0.107,0.029,,,,0.098,,,,,,,,,,,0.004,,0.004,,,,,,,,,,,,,,,,,6.0
RPath,9,sidewalks,63.096,HMAC,1,2,2,1,0,0,0,0,0,0,0,0,1,2,0,1,2,2,0,0,0,0,0,0,0,5,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,0,0,0,0,1,1,1,1,2,2,1,2,0,1,2,0,5,0,73,4,4,4,79.0,0.455,0.256,,,,0.228,0.152,,0.038,,,,,0.019,,,,0.019,,,,,,,,,,,,,,,,,,16.0
RPath,10,sidewalks,219.032,CON,1,2,2,1,2,0,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,2,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,5,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,2,2,1,0,0,0,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,81,4,4,3,218.2,0.192,0.101,,,,0.117,0.048,,,,,,,,,,0.007,,,0.021,,,,,,,,,,,,,,,,12.0
RPath,11,sidewalks,130.53,CON,1,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,5,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,1,2,0,1,2,2,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,70,4,4,3,132.8,0.181,0.138,,,,0.056,0.090,,,,,,,,,,,0.023,,0.011,,,,,,,,,,,,,,,,12.0
RPath,12,sidewalks,112.935,CON,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,5,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,1,2,2,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,5,0,50,3,3,2,117.1,0.102,0.086,,,,0.013,0.051,,,,,,,,,,0.013,0.026,,,,,,,,,,,,,,,,,,6.0
RPath,13,sidewalks,122.86,CON,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,5,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,1,2,2,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,5,0,54,3,3,2,127.3,0.094,0.094,,,,,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
RPath,14,sidewalks,22.412,CON,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,1,1,1,2,0,1,2,2,0,0,0,5,0,40,2,2,1,22.5,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
RPath,15,sidewalks,9.948,CON,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,1,1,1,2,0,1,2,2,0,0,0,5,0,40,2,2,5,9.9,0.603,0.603,,,,,0.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
RPath,16,sidewalks,17.449,CON,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,0,0,1,2,2,0,1,1,1,2,2,5,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,58,3,3,5,22.0,0.681,0.681,,,0.136,,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
RPath,17,sidewalks,79.745,HMAC,1,2,2,1,2,0,1,2,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,50,3,3,5,79.7,0.922,0.922,,,0.019,,0.903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
RPath,20,sidewalks,234.682,HMAC,1,2,2,1,0,0,1,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,0,1,0,0,0,0,0,1,2,2,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,1,2,2,0,0,0,0,0,0,5,0,74,4,4,4,239.2,0.376,0.296,,,,0.107,0.270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
RPath,24,sidewalks,228.02,CON,1,2,2,1,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,5,0,46,3,2,3,228.0,0.132,0.123,,,,0.007,0.112,,,,,,,,,,,0.007,0.007,,,,,,,,,,,,,,,,,6.0
RPath,25,sidewalks,245.381,CON,1,2,0,1,2,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,1,2,2,1,0,0,0,0,0,1,2,2,0,1,2,0,0,0,0,1,2,2,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,1,1,0,0,0,0,0,0,0,0,5,0,63,3,3,2,243.2,0.074,0.065,,,,0.012,0.056,,,,,,,,,,,0.006,,,,,,,,,,,,,,,,,,6.0
RPath,34,sidewalks,96.685,HMAC,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,0,0,3,1,1,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,60,3,3,4,98.5,0.396,0.327,,,,0.091,0.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0
RPath,35,sidewalks,15.79,HMAC,1,2,0,1,2,0,1,2,0,0,0,0,1,2,0,1,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,49,3,3,2,17.5,0.086,0.086,,,,,0.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
RPath,36,sidewalks,165.539,HMAC,1,2,0,1,0,0,1,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,2,5,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,2,0,0,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,61,3,3,4,169.6,0.469,0.303,,,,0.186,0.221,,,,,,,,,,0.053,0.009,,,,,,,,,,,,,,,,,,12.0
RPath,37,sidewalks,198.891,HMAC,1,2,2,1,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,5,0,0,3,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,1,2,0,0,0,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,65,4,3,4,198.9,0.347,0.272,,,,0.091,0.211,,,,,,,,,0.023,0.015,0.008,,,,,,,,,,,,,,,,,,12.0
RPath,38,sidewalks,135.872,CON,0,0,0,1,2,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,5,5,3,2,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,2,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,67,4,4,2,138.0,0.054,0.014,,,,0.043,,,,,,,,,0.011,,,,,,,,,,,,,,,,,,,,,8.0
RPath,40,sidewalks,197.583,CON,1,2,2,1,0,0,0,0,0,1,2,2,1,2,2,1,2,0,0,0,0,0,0,0,5,5,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,0,0,1,0,1,2,2,5,5,0,3,1,0,0,0,1,2,2,1,2,0,0,0,0,1,0,0,1,2,2,1,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,2,0,5,0,93,5,5,3,197.7,0.334,0.154,,,,0.235,0.091,,,,,,,,,,,,0.008,,,,,,,,,,,,,,,,,15.0
RPath,41,sidewalks,256.1,HMAC,1,2,2,1,0,0,1,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,2,0,0,5,0,2,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,1,2,0,0,1,1,1,2,2,5,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,2,0,0,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,73,4,4,4,256.1,0.457,0.359,,,,0.100,0.299,,,,,,,,0.023,0.023,0.006,,0.006,,,,,,,,,,,,,,,,,16.0
RPath,42,sidewalks,89.218,HMAC,1,0,0,0,0,0,1,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,5,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,5,0,50,3,3,3,94.0,0.255,0.136,,,,0.160,0.064,,,,,,,,,,,0.032,,,,,,,,,,,,,,,,,,9.0
RPath,43,sidewalks,91.522,HMAC,1,0,0,0,0,0,1,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,5,0,45,2,2,2,92.2,0.130,0.069,,,,0.081,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
RPath,44,sidewalks,205.362,HMAC,1,2,0,0,0,0,1,0,0,1,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,5,0,43,2,2,3,205.8,0.335,0.175,,,,0.204,0.095,,,,,,,,,,0.007,0.022,0.007,,,,,,,,,,,,,,,,,6.0
RPath,45,sidewalks,324.549,SS,1,0,0,0,0,0,1,0,0,1,0,0,1,2,2,1,0,0,0,0,0,0,0,0,5,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,5,0,49,3,3,1,328.4,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
RPath,46,sidewalks,169.366,HMAC,1,2,2,1,0,0,1,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,42,2,2,4,169.0,0.346,0.306,,,,0.053,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
RPath,47,sidewalks,69.54,HMAC,1,2,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,0,0,5,3,1,1,1,0,0,0,1,0,0,0,0,0,5,0,55,3,3,4,69.5,0.453,0.431,,,,,0.410,,,,,,,,,,0.043,,,,,,,,,,,,,,,,,,,12.0
RPath,48,sidewalks,293.121,HMAC,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,42,2,2,4,293.1,0.491,0.487,,,,,0.486,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,8.0
RPath,49,sidewalks,108.951,CON,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,5,5,0,2,0,0,0,1,2,0,1,2,2,0,0,0,1,0,0,0,1,2,0,0,1,1,1,2,2,5,5,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,71,4,4,1,112.0,0.013,0.007,,,,,,,,,,,,,,,0.013,,,,,,,,,,,,,,,,,,,4.0
RPath,50,sidewalks,68.611,HMAC,1,2,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,3,1,1,1,0,0,0,1,0,0,0,0,0,5,0,43,2,2,5,68.6,0.547,0.547,,,,,0.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
RPath,51,sidewalks,68.14,HMAC,1,2,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,0,0,0,0,0,5,0,40,2,2,5,68.1,0.792,0.792,,,,,0.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
RPath,52,sidewalks,69.715,HMAC,1,2,2,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,5,3,1,1,1,0,0,0,1,0,0,0,0,0,5,0,51,3,3,3,69.7,0.108,0.108,,,,,0.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
RPath,53,sidewalks,77.401,HMAC,1,2,2,1,2,0,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,3,1,0,0,0,0,0,0,1,2,0,0,0,0,1,2,2,1,2,2,1,2,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,63,3,3,4,77.4,0.426,0.426,,,,,0.407,,,,,,,,,,,0.019,,,,,,,,,,,,,,,,,,12.0
RPath,54,sidewalks,76.866,HMAC,1,2,2,1,2,2,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,5,5,0,2,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,1,2,0,1,2,2,1,2,2,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,71,4,4,3,76.0,0.138,0.128,,,,,0.118,,,,,,,,,,0.020,,,,,,,,,,,,,,,,,,,12.0
RPath,55,sidewalks,102.056,HMAC,1,2,2,1,2,2,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,3,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,2,0,1,2,2,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,61,3,3,4,103.7,0.463,0.463,,,,,0.448,,,,,,,,,,,0.014,,,,,,,,,,,,,,,,,,12.0
RPath,56,sidewalks,124.377,CON,1,2,2,1,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2,2,1,2,2,0,0,0,1,2,2,0,1,2,2,0,1,1,1,2,2,5,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,72,4,4,3,124.4,0.229,0.133,,,,0.121,0.096,,,,,,,,,,0.012,,,,,,,,,,,,,,,,,,,12.0
RPath,57,sidewalks,73.634,HMAC,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,2,2,1,0,0,1,2,2,0,1,0,0,0,1,0,1,2,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,2,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,54,3,3,5,77.4,0.659,0.640,,,,,0.620,,,,,,,,,,0.039,,,,,,,,,,,,,,,,,,,15.0
RPath,58,sidewalks,99.77,HMAC,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,2,0,1,2,2,0,0,0,1,2,2,0,1,2,0,0,1,0,1,2,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,2,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,62,3,3,5,103.6,0.985,0.985,,,,,0.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
RPath,59,sidewalks,60.495,HMAC,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,2,1,2,2,0,0,0,1,2,2,0,1,2,2,0,1,0,1,2,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,59,3,3,5,63.9,0.986,0.986,,,,,0.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
RPath,60,sidewalks,157.661,SS,1,2,2,1,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,2,2,0,1,0,0,0,1,0,1,2,2,0,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,5,0,57,3,3,1,157.7,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
RPath,61,sidewalks,85.077,HMAC,1,2,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,2,0,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,50,3,3,2,88.1,0.204,0.089,,,,0.153,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
