Priority_Rank,Priority_Category,FeatureType,AssetID,Impact,Contribution_Discrete,Contribution_Continuous,Benefit_Discrete,Benefit_Continuous,Benefit_Per_Asset_Length,ConditionScore,WeightedDistressExtentRatio,AssetLength,MI_Value_Public_Rebuild,MI_Score_Public_Rebuild,MI_Score_Public_Normalized,Risk_Product_Public_MI_x_Condition,source_layer,public_length_m,SurfaceMaterial,A2_400m_Score,A2_250m_Score,A2_100m_Score,A3_400m_Score,A3_250m_Score,A3_100m_Score,A4_400m_Score,A4_250m_Score,A4_100m_Score,B0_400m_Score,B0_250m_Score,B0_100m_Score,B1_400m_Score,B1_250m_Score,B1_100m_Score,B2_400m_Score,B2_250m_Score,B2_100m_Score,B3_400m_Score,B3_250m_Score,B3_100m_Score,C2_400m_Score,C2_250m_Score,C2_100m_Score,C3_0m_Score,C4_0m_Score,C5_0m_Score,C6_0m_Score,D0_400m_Score,D0_250m_Score,D0_100m_Score,D1_400m_Score,D1_250m_Score,D1_100m_Score,D2_400m_Score,D2_250m_Score,D2_100m_Score,D3_400m_Score,D3_250m_Score,D3_100m_Score,D4_400m_Score,D4_250m_Score,D4_100m_Score,E6_0m_Score,F1_400m_Score,F1_250m_Score,F1_100m_Score,F9_400m_Score,F9_250m_Score,F9_100m_Score,G0_400m_Score,G0_250m_Score,G0_100m_Score,G1_0m_Score,G2_0m_Score,G3_0m_Score,G4_0m_Score,G5_0m_Score,A1_400m_Score,A1_250m_Score,A1_100m_Score,E0_400m_Score,E0_250m_Score,E0_100m_Score,E1_400m_Score,E1_250m_Score,E1_100m_Score,E2_400m_Score,E2_250m_Score,E2_100m_Score,E3_400m_Score,E3_250m_Score,E3_100m_Score,C0_400m_Score,C0_250m_Score,C0_100m_Score,F0_400m_Score,F0_250m_Score,F0_100m_Score,F8_400m_Score,F8_250m_Score,F8_100m_Score,F2_0m_Score,F3_0m_Score,F4_0m_Score,F6_0m_Score,F7_0m_Score,A0_400m_Score,A0_250m_Score,A0_100m_Score,A5_400m_Score,A5_250m_Score,A5_100m_Score,C1_400m_Score,C1_250m_Score,C1_100m_Score,E4_0m_Score,E5_0m_Score,DistressExtentRatio,U_Gap_L3,U_Grade_L3,U_Trip_L3,D_Crack_L1,D_Crack_L2,D_Crossfall_L1,D_Heave_L1,D_Heave_L2,D_Patch_L1,D_Patch_L2,D_Ponding_L1,D_Ponding_L2,D_Rough_L1,D_Rough_L2,D_Trip_L1,D_Trip_L2,D_Utility_L1,D_Utility_L2,T_Crossfall_L1,T_Culvert_L1,T_Obstruct_L1,T_Pond_L2,T_Rocks_L1,T_Roots_L1,T_Roots_L2,T_Rut_L1,T_Rut_L2,T_Veg_L1,T_Mud_L1,T_Pond_L1,T_Rocks_L2,T_Steps_L1,T_Structure_L1,PedestrianIncidents_50m_2020_2024,ConditionScore_num,WeightedDistressExtentRatio_num,AssetLength_num,Benefit_With_Incidents
21,Very High,RPath,414,4.0,4.0,0.0,16.0,0.0,0.21164021164021166,1.0,0.0,75.6,82,4,4,4.0,sidewalks,75.551,CON,1,2,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,5,0,0,2,1,0,0,1,2,2,1,2,2,0,0,0,1,2,0,5,1,2,0,0,1,0,1,2,2,0,0,0,3,1,0,0,0,1,2,0,1,2,2,1,0,0,1,2,0,1,0,0,1,0,0,0,0,0,5,3,1,1,1,1,2,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,75.6,26.0
22,Very High,RPath,439,4.0,4.0,0.0,16.0,0.0,0.05538248528902735,1.0,0.0,288.9,80,4,4,4.0,sidewalks,286.375,CON,1,2,2,1,0,0,1,0,0,0,0,0,1,2,0,1,2,2,0,0,0,0,0,0,0,5,0,2,0,0,0,1,2,2,1,2,2,0,0,0,1,2,2,0,1,2,2,0,1,1,1,2,2,5,5,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0,0.0,288.9,46.0
23,Very High,RPath,441,4.0,4.0,0.009,16.0,0.036,0.194884287454324,1.0,0.009,82.1,76,4,4,4.0,sidewalks,78.883,HMAC,1,2,2,1,0,0,1,0,0,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,1,2,2,0,0,0,1,2,2,5,5,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.037,,,,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,0.009,82.1,46.0
24,Very High,RPath,449,4.0,4.0,0.006,16.0,0.024,0.08695652173913043,1.0,0.006,184.0,80,4,4,4.0,sidewalks,126.406,CON,1,2,2,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,0,0,0,0,0,5,5,0,2,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,5,5,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,1,2,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,5,0,0.024,,,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.006,184.0,16.0
25,Very High,RPath,456,4.0,4.0,0.0,16.0,0.0,0.2,1.0,0.0,80.0,69,4,4,4.0,sidewalks,79.849,CON,1,2,2,0,0,0,0,0,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,2,1,2,2,1,0,0,1,2,0,0,0,0,1,2,0,5,1,2,0,0,1,1,1,2,2,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,1,1,1,1,2,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,80.0,26.0
26,Very High,RPath,494,4.0,4.0,0.004,16.0,0.016,0.0954653937947494,1.0,0.004,167.6,74,4,4,4.0,sidewalks,167.638,PB,1,2,2,1,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2,0,1,2,2,0,0,0,1,0,0,0,1,2,2,0,0,0,1,2,2,0,5,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,1,2,0,1,2,0,1,0,0,0,0,0,5,0,1,0,1,1,2,2,0,0,0,0,0,0,5,0,0.009,,,,,,,,,,,,,,,0.009,,,,,,,,,,,,,,,,,,,1,1.0,0.004,167.6,26.0
27,Very High,RPath,530,4.0,4.0,0.0,16.0,0.0,0.1869158878504673,1.0,0.0,85.6,74,4,4,4.0,sidewalks,83.683,HMAC,1,2,2,1,2,0,1,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,5,0,0,2,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,5,1,2,2,0,1,0,1,2,2,0,5,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,85.6,16.0
28,Very High,RPath,542,4.0,4.0,0.0,16.0,0.0,0.09329446064139942,1.0,0.0,171.5,85,5,4,4.0,sidewalks,171.035,CON,1,2,2,0,0,0,0,0,0,1,2,2,0,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,1,2,2,0,0,0,3,1,1,2,2,0,0,0,1,2,2,0,0,0,1,2,2,1,2,0,1,2,2,1,0,0,5,0,1,1,1,1,2,2,1,2,0,1,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,171.5,16.0
29,Very High,RPath,552,4.0,4.0,0.008,16.0,0.032,0.1724137931034483,1.0,0.008,92.8,70,4,4,4.0,sidewalks,92.82,CON,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,0,0,0,0,1,1,0,0,1,2,0,1,0,0,0,0,0,1,2,0,1,2,2,1,2,2,1,2,0,0,0,1,1,1,1,2,2,1,0,0,1,2,0,5,0,0.016,,,,,,,,,,,,,,,,,0.016,,,,,,,,,,,,,,,,,0,1.0,0.008,92.8,16.0
30,Very High,RPath,569,4.0,4.0,0.004,16.0,0.016,0.17222820236813777,1.0,0.004,92.9,75,4,4,4.0,sidewalks,92.854,CON,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,0,5,0,0,1,1,0,0,1,2,0,1,2,0,0,0,0,1,2,0,1,2,2,1,2,2,1,2,0,0,0,1,1,1,1,2,2,1,0,0,1,0,0,5,0,0.016,,,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.004,92.9,16.0
31,Very High,RPath,587,4.0,4.0,0.0,16.0,0.0,0.05124919923126201,1.0,0.0,312.2,70,4,4,4.0,sidewalks,240.685,CON,1,2,2,1,2,0,1,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,5,0,0,2,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,0,5,0,3,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,312.2,16.0
32,Very High,RPath,595,4.0,4.0,0.0,16.0,0.0,0.07901234567901234,1.0,0.0,202.5,78,4,4,4.0,sidewalks,200.575,HMAC,1,2,2,1,2,2,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,5,1,2,2,0,1,1,1,2,2,5,0,0,3,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,2,0,1,2,0,0,0,0,5,3,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,202.5,16.0
33,Very High,RPath,597,4.0,4.0,0.0,16.0,0.0,0.06890611541774333,1.0,0.0,232.2,67,4,4,4.0,sidewalks,228.247,HMAC,1,2,0,1,2,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,0,5,0,3,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1.0,0.0,232.2,46.0
34,Very High,RPath,607,4.0,4.0,0.008,16.0,0.032,0.09049773755656108,1.0,0.008,176.8,79,4,4,4.0,sidewalks,172.803,HMAC,1,2,2,1,2,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,1,2,0,5,0,0,2,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,1,2,0,0,1,1,1,2,2,5,0,0,3,1,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,1,2,0,1,2,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.034,,,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.008,176.8,16.0
35,Very High,RPath,666,4.0,4.0,0.005,16.0,0.02,0.2130492676431425,1.0,0.005,75.1,73,4,4,4.0,sidewalks,79.658,CON,1,2,2,1,2,2,1,2,2,1,0,0,1,2,2,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,1,1,1,2,2,5,0,0,3,1,0,0,0,0,0,0,1,2,0,1,2,0,1,2,0,1,0,0,1,2,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,5,0,0.02,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.005,75.1,16.0
36,Very High,RPath,712,4.0,4.0,0.0,16.0,0.0,0.21768707482993196,1.0,0.0,73.5,76,4,4,4.0,sidewalks,73.662,CON,1,2,0,1,0,0,0,0,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,1,0,0,5,1,2,0,0,1,1,1,2,2,0,0,0,3,1,1,0,0,0,0,0,1,2,2,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,5,3,1,1,1,1,2,0,1,0,0,1,2,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,73.5,26.0
37,Very High,RPath,732,4.0,4.0,0.005,16.0,0.02,0.21887824897400823,1.0,0.005,73.1,81,4,4,4.0,sidewalks,72.028,CON,1,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,2,2,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,0,5,0,3,1,0,0,0,1,2,0,1,2,0,0,0,0,1,2,0,1,2,0,1,2,0,1,0,0,0,0,1,1,1,1,2,2,1,0,0,1,2,2,5,0,0.021,,,,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,0.005,73.1,46.0
38,Very High,RPath,767,4.0,4.0,0.0,16.0,0.0,0.42105263157894735,1.0,0.0,38.0,74,4,4,4.0,sidewalks,37.973,SS,1,2,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,5,5,4,3,0,0,0,0,0,0,0,1,2,2,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,5,3,1,0,1,1,0,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,0.0,38.0,36.0
39,Very High,RPath,768,4.0,4.0,0.0,16.0,0.0,0.4419889502762431,1.0,0.0,36.2,76,4,4,4.0,sidewalks,36.194,SS,1,2,2,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,5,5,4,3,0,0,0,0,0,0,0,1,2,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,5,3,1,0,1,1,2,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,36.2,26.0
40,Very High,RPath,769,4.0,4.0,0.0,16.0,0.0,0.21220159151193632,1.0,0.0,75.4,73,4,4,4.0,sidewalks,72.04,PB,1,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,5,5,4,3,1,0,0,0,0,0,0,1,2,2,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,5,3,1,0,1,1,0,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,75.4,26.0
41,Very High,RPath,817,4.0,4.0,0.0,16.0,0.0,1.3559322033898304,1.0,0.0,11.8,78,4,4,4.0,sidewalks,11.774,CON,1,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,2,2,5,5,0,3,0,1,2,0,0,0,0,1,2,0,0,0,0,1,0,0,1,2,2,1,2,0,0,0,0,0,0,1,1,1,1,2,2,1,2,2,1,2,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,11.8,16.0
42,Very High,RPath,881,4.0,4.0,0.006,16.0,0.024,0.24960998439937598,1.0,0.006,64.1,73,4,4,4.0,sidewalks,62.614,CON,1,2,2,1,2,2,1,2,0,0,0,0,1,2,2,1,0,0,0,0,0,1,2,2,0,5,0,2,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,5,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,2,0,1,2,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.023,,,,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.006,64.1,16.0
43,Very High,RPath,889,4.0,4.0,0.005,16.0,0.02,0.07699711260827719,1.0,0.005,207.8,84,5,4,4.0,sidewalks,212.344,CON,1,2,2,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,2,1,2,2,1,2,0,0,0,0,1,2,0,0,1,2,0,0,1,1,1,2,2,5,5,0,0,0,1,2,0,0,0,0,1,2,2,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,1,1,1,1,2,2,1,2,2,1,2,0,5,0,0.022,,,,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.005,207.8,16.0
44,Very High,RPath,890,4.0,4.0,0.009,16.0,0.036,0.07699711260827719,1.0,0.009,207.8,81,4,4,4.0,sidewalks,208.267,CON,1,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,2,2,1,2,2,1,2,2,0,0,0,1,2,2,0,1,2,2,0,1,1,1,2,2,5,5,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2,0,1,0,0,0,0,0,5,0,0.014,0.007,,,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,0.009,207.8,36.0
45,Very High,RPath,906,4.0,4.0,0.0,16.0,0.0,0.05509641873278237,1.0,0.0,290.4,78,4,4,4.0,sidewalks,286.439,CON,1,2,2,1,2,0,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,2,2,1,2,2,1,2,2,1,0,0,0,0,0,0,0,1,1,1,2,2,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,290.4,16.0
46,Very High,RPath,960,4.0,4.0,0.004,16.0,0.016,0.17410228509249182,1.0,0.004,91.9,74,4,4,4.0,sidewalks,91.943,CON,1,2,2,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,1,1,1,2,2,0,5,0,0,1,1,2,2,0,0,0,1,2,0,0,0,0,1,2,0,1,2,0,1,2,0,0,0,0,0,0,1,1,1,1,2,2,1,2,0,1,0,0,5,0,0.016,,,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.004,91.9,16.0
47,Very High,RPath,992,4.0,4.0,0.007,16.0,0.028,0.1593625498007968,1.0,0.007,100.4,82,4,4,4.0,sidewalks,100.386,HMAC,1,2,2,1,2,0,0,0,0,0,0,0,1,2,2,1,2,0,0,0,0,1,0,0,0,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,1,2,0,0,1,1,1,2,2,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,0,0,0,5,0,1,0,0,1,2,0,0,0,0,1,2,0,5,0,0.03,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.007,100.4,16.0
48,Very High,RPath,1072,4.0,4.0,0.007,16.0,0.028,0.15810276679841898,1.0,0.007,101.2,68,4,4,4.0,sidewalks,100.698,CON,1,2,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,2,1,2,2,1,2,0,1,2,2,0,0,0,1,2,2,5,1,2,0,0,1,0,1,2,2,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,1,1,1,2,0,0,0,0,0,0,0,5,0,0.03,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.007,101.2,16.0
49,Very High,RPath,1080,4.0,4.0,0.005,16.0,0.02,0.2191780821917808,1.0,0.005,73.0,85,5,4,4.0,sidewalks,68.821,CON,1,2,2,1,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,2,1,0,0,1,2,0,1,2,0,0,0,0,1,0,0,5,1,2,0,0,0,0,1,2,0,5,0,0,3,1,0,0,0,0,0,0,1,2,0,1,0,0,1,2,0,1,2,2,1,2,2,0,0,0,5,3,1,0,1,1,2,2,0,0,0,0,0,0,5,0,0.021,,,,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.005,73.0,16.0
50,Very High,RPath,1090,4.0,4.0,0.009,16.0,0.036,0.1278976818545164,1.0,0.009,125.1,72,4,4,4.0,sidewalks,125.547,CON,1,2,2,1,0,0,1,0,0,1,2,2,1,2,2,0,0,0,0,0,0,1,2,2,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,1,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,2,2,1,2,2,1,2,0,1,2,0,0,0,0,5,3,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0.036,,,,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.009,125.1,16.0
51,Very High,RPath,1157,4.0,4.0,0.008,16.0,0.032,0.1762114537444934,1.0,0.008,90.8,72,4,4,4.0,sidewalks,91.273,CON,1,2,2,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,0,0,0,1,2,2,0,0,0,0,1,0,0,1,2,2,1,2,2,0,0,0,1,2,2,0,1,2,0,0,1,0,1,2,2,5,5,0,0,0,1,2,0,1,2,0,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.017,,,,,,,,,,,,,,,,,0.017,,,,,,,,,,,,,,,,,0,1.0,0.008,90.8,16.0
52,Very High,RPath,1167,4.0,4.0,0.0,16.0,0.0,0.27027027027027023,1.0,0.0,59.2,67,4,4,4.0,sidewalks,64.344,HMAC,1,2,2,1,0,0,1,0,0,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,1,2,2,0,0,0,1,2,2,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,0.0,59.2,46.0
53,Very High,RPath,1191,4.0,4.0,0.008,16.0,0.032,0.04666083406240887,1.0,0.008,342.9,80,4,4,4.0,sidewalks,342.878,CON,1,2,2,1,2,0,1,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,0,0,0,0,0,0,1,1,1,2,2,5,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.013,,,,0.004,,,,,,,,,,,,0.004,0.004,,,,,,,,,,,,,,,,,0,1.0,0.008,342.9,16.0
54,Very High,RPath,1194,4.0,4.0,0.005,16.0,0.02,0.04329004329004329,1.0,0.005,369.6,71,4,4,4.0,sidewalks,373.888,CON,1,2,2,1,2,2,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,3,1,1,1,1,0,0,1,2,0,1,2,0,5,0,0.008,,,,0.004,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,0,1.0,0.005,369.6,16.0
55,Very High,RPath,1230,4.0,4.0,0.0,16.0,0.0,1.1594202898550725,1.0,0.0,13.8,70,4,4,4.0,sidewalks,13.784,PB,1,2,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,5,5,4,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,2,0,1,0,0,1,0,0,0,0,0,5,0,1,0,1,1,0,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,13.8,26.0
56,Very High,RPath,1233,4.0,4.0,0.0,16.0,0.0,0.3225806451612903,1.0,0.0,49.6,67,4,4,4.0,sidewalks,46.795,CON,1,2,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,1,0,0,0,0,0,1,2,0,5,0,4,0,1,0,0,0,0,0,0,1,2,0,1,2,0,1,2,2,1,0,0,1,2,2,0,0,0,5,3,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,49.6,16.0
57,Very High,RPath,1337,4.0,4.0,0.0,16.0,0.0,0.2821869488536155,1.0,0.0,56.7,82,4,4,4.0,sidewalks,54.839,CON,1,2,0,1,0,0,0,0,0,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,5,5,0,0,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,5,1,0,0,0,0,0,1,2,0,5,5,4,0,1,0,0,0,1,2,0,1,2,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,56.7,16.0
58,Very High,RPath,1591,4.0,4.0,0.009,16.0,0.036,0.0935672514619883,1.0,0.009,171.0,71,4,4,4.0,sidewalks,172.16,CON,1,2,2,1,2,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,2,2,0,1,2,0,0,1,0,1,2,2,5,5,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,5,0,0.018,,,,,,,,,,,,,,,,,0.018,,,,,,,,,,,,,,,,,1,1.0,0.009,171.0,26.0
