Priority_Rank,Priority_Category,FeatureType,AssetID,Benefit_Discrete,Impact,Contribution_Discrete,RepairCost_Low,RepairCost_Mid,RepairCost_High,Benefit_per_Cost_Mid,SurfaceFamily,AssetLength,ConditionScore,MI_Score_Public_Normalized,public_length_m,Contribution_Continuous,Benefit_Continuous,Benefit_Per_Asset_Length,WeightedDistressExtentRatio,MI_Value_Public_Rebuild,MI_Score_Public_Rebuild,Risk_Product_Public_MI_x_Condition,source_layer,SurfaceMaterial,A2_400m_Score,A2_250m_Score,A2_100m_Score,A3_400m_Score,A3_250m_Score,A3_100m_Score,A4_400m_Score,A4_250m_Score,A4_100m_Score,B0_400m_Score,B0_250m_Score,B0_100m_Score,B1_400m_Score,B1_250m_Score,B1_100m_Score,B2_400m_Score,B2_250m_Score,B2_100m_Score,B3_400m_Score,B3_250m_Score,B3_100m_Score,C2_400m_Score,C2_250m_Score,C2_100m_Score,C3_0m_Score,C4_0m_Score,C5_0m_Score,C6_0m_Score,D0_400m_Score,D0_250m_Score,D0_100m_Score,D1_400m_Score,D1_250m_Score,D1_100m_Score,D2_400m_Score,D2_250m_Score,D2_100m_Score,D3_400m_Score,D3_250m_Score,D3_100m_Score,D4_400m_Score,D4_250m_Score,D4_100m_Score,E6_0m_Score,F1_400m_Score,F1_250m_Score,F1_100m_Score,F9_400m_Score,F9_250m_Score,F9_100m_Score,G0_400m_Score,G0_250m_Score,G0_100m_Score,G1_0m_Score,G2_0m_Score,G3_0m_Score,G4_0m_Score,G5_0m_Score,A1_400m_Score,A1_250m_Score,A1_100m_Score,E0_400m_Score,E0_250m_Score,E0_100m_Score,E1_400m_Score,E1_250m_Score,E1_100m_Score,E2_400m_Score,E2_250m_Score,E2_100m_Score,E3_400m_Score,E3_250m_Score,E3_100m_Score,C0_400m_Score,C0_250m_Score,C0_100m_Score,F0_400m_Score,F0_250m_Score,F0_100m_Score,F8_400m_Score,F8_250m_Score,F8_100m_Score,F2_0m_Score,F3_0m_Score,F4_0m_Score,F6_0m_Score,F7_0m_Score,A0_400m_Score,A0_250m_Score,A0_100m_Score,A5_400m_Score,A5_250m_Score,A5_100m_Score,C1_400m_Score,C1_250m_Score,C1_100m_Score,E4_0m_Score,E5_0m_Score,DistressExtentRatio,U_Gap_L3,U_Grade_L3,U_Trip_L3,D_Crack_L1,D_Crack_L2,D_Crossfall_L1,D_Heave_L1,D_Heave_L2,D_Patch_L1,D_Patch_L2,D_Ponding_L1,D_Ponding_L2,D_Rough_L1,D_Rough_L2,D_Trip_L1,D_Trip_L2,D_Utility_L1,D_Utility_L2,T_Crossfall_L1,T_Culvert_L1,T_Obstruct_L1,T_Pond_L2,T_Rocks_L1,T_Roots_L1,T_Roots_L2,T_Rut_L1,T_Rut_L2,T_Veg_L1,T_Mud_L1,T_Pond_L1,T_Rocks_L2,T_Steps_L1,T_Structure_L1,PedestrianIncidents_50m_2020_2024,ConditionScore_num,WeightedDistressExtentRatio_num,AssetLength_num,Benefit_With_Incidents,public_length_m_num
193,High,RPath,707,12.0,4.0,3.0,74.0,111.0,148.0,0.10810810810810811,Asphalt,77.2,2.0,4,82.025,0.034,0.136,0.155440414507772,0.034,72,4,8.0,sidewalks,CON,1,2,2,1,0,0,0,0,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,2,1,2,2,1,0,0,1,0,0,0,0,0,1,2,0,5,1,2,0,0,1,1,1,2,2,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,2,0,1,2,0,0,0,0,0,3,1,1,1,1,2,0,0,0,0,1,0,0,5,0,0.117,,,,0.097,,,,,,,,,,,,,0.019,,,,,,,,,,,,,,,,,0,2.0,0.034,77.2,12.0,82.025
194,High,RPath,708,12.0,4.0,3.0,276.0,415.0,553.0,0.02891566265060241,Asphalt,75.3,2.0,4,75.51,0.065,0.26,0.1593625498007968,0.065,67,4,8.0,sidewalks,CON,1,2,0,1,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,2,1,2,2,1,0,0,1,0,0,0,0,0,1,2,0,5,1,2,0,0,1,1,1,2,2,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,3,1,1,1,1,2,0,1,0,0,1,0,0,5,0,0.259,,,,0.139,,,,,,,,,0.119,,,,,,,,,,,,,,,,,,,,,0,2.0,0.065,75.3,12.0,75.51
195,High,RPath,714,12.0,4.0,3.0,248.0,372.0,496.0,0.03225806451612903,Asphalt,78.5,2.0,4,77.875,0.043,0.172,0.1528662420382165,0.043,74,4,8.0,sidewalks,CON,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,5,0,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,5,1,2,0,0,1,1,1,2,2,0,0,0,3,1,1,0,0,1,0,0,1,2,2,0,0,0,1,0,0,1,0,0,1,2,2,0,0,0,5,3,1,1,1,1,0,0,1,0,0,1,2,0,5,0,0.172,,,,0.057,,,,,,,,,0.115,,,,,,,,,,,,,,,,,,,,,1,2.0,0.043,78.5,22.0,77.875
196,High,RPath,716,12.0,4.0,3.0,76.0,114.0,152.0,0.10526315789473684,Asphalt,76.7,2.0,4,76.899,0.093,0.372,0.1564537157757496,0.093,85,5,8.0,sidewalks,CON,1,0,0,1,0,0,0,0,0,1,2,0,1,0,0,1,2,2,0,0,0,0,0,0,5,0,0,2,1,2,2,0,0,0,1,2,0,0,0,0,0,0,0,5,1,2,0,0,1,1,1,2,2,0,0,0,0,1,1,0,0,1,2,0,1,2,2,0,0,0,1,0,0,1,2,0,1,2,2,0,0,0,5,3,1,1,1,1,2,0,1,0,0,1,2,2,5,0,0.117,,,,0.02,0.078,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,0,2.0,0.093,76.7,12.0,76.899
197,High,RPath,718,12.0,4.0,3.0,68.0,101.0,135.0,0.1188118811881188,Asphalt,73.5,2.0,4,73.471,0.046,0.184,0.1632653061224489,0.046,85,5,8.0,sidewalks,CON,1,0,0,1,0,0,0,0,0,1,2,0,1,0,0,1,2,2,0,0,0,0,0,0,5,0,0,2,1,2,2,0,0,0,1,2,0,0,0,0,0,0,0,5,1,2,0,0,1,1,1,2,2,0,0,0,0,1,1,0,0,1,2,0,1,2,2,0,0,0,1,0,0,1,2,0,1,2,2,0,0,0,5,3,1,1,1,1,2,0,1,0,0,1,2,2,5,0,0.184,,,,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.046,73.5,12.0,73.471
198,High,RPath,723,12.0,4.0,3.0,234.0,351.0,468.0,0.03418803418803419,Asphalt,111.1,2.0,4,111.062,0.095,0.38,0.108010801080108,0.095,82,4,8.0,sidewalks,HMAC,1,2,0,1,0,0,0,0,0,1,2,2,1,2,0,1,2,0,0,0,0,0,0,0,5,0,0,2,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,0,0,1,1,1,2,2,0,5,0,0,1,0,0,0,1,2,0,1,2,0,0,0,0,1,0,0,1,2,0,1,2,2,0,0,0,0,3,1,1,1,1,2,0,0,0,0,1,2,2,5,0,0.365,,,,0.351,,,,,,,,,,,0.014,,,,,,,,,,,,,,,,,,,0,2.0,0.095,111.1,12.0,111.062
199,High,RPath,726,12.0,4.0,3.0,90.0,135.0,180.0,0.08888888888888889,Asphalt,73.0,2.0,4,73.061,0.062,0.248,0.1643835616438356,0.062,83,5,8.0,sidewalks,CON,1,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,2,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,0,0,1,1,1,2,2,0,5,0,0,1,0,0,0,1,2,2,1,2,0,0,0,0,1,0,0,1,2,2,1,2,2,0,0,0,0,3,1,1,1,1,2,0,0,0,0,1,2,2,5,0,0.247,,,,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.062,73.0,12.0,73.061
200,High,RPath,728,12.0,4.0,3.0,83.0,124.0,165.0,0.0967741935483871,Asphalt,74.7,2.0,4,73.714,0.04,0.16,0.1606425702811245,0.04,79,4,8.0,sidewalks,CON,1,0,0,0,0,0,0,0,0,1,2,2,1,2,0,1,2,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,5,5,0,3,1,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,1,2,0,1,2,0,1,0,0,0,0,1,1,1,1,2,0,0,0,0,1,2,0,5,0,0.141,,,,0.121,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,0,2.0,0.04,74.7,12.0,73.714
201,High,RPath,730,12.0,4.0,3.0,447.0,670.0,893.0,0.01791044776119403,Asphalt,110.7,2.0,4,110.65,0.085,0.34,0.1084010840108401,0.085,82,4,8.0,sidewalks,CON,1,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,2,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,0,5,0,0,1,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,1,2,2,1,2,2,1,0,0,0,0,1,1,1,1,2,0,1,0,0,1,2,2,5,0,0.217,0.014,,,0.122,,,,,,,,,,,,,0.081,,,,,,,,,,,,,,,,,1,2.0,0.085,110.7,22.0,110.65
202,High,RPath,735,12.0,4.0,3.0,286.0,429.0,571.0,0.027972027972027972,Asphalt,125.6,2.0,4,125.498,0.087,0.348,0.0955414012738853,0.087,70,4,8.0,sidewalks,CON,1,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,5,0,3,0,1,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,2,0,1,0,1,2,2,0,5,0,3,1,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,2,0,1,2,0,1,2,0,0,0,1,1,1,1,2,0,0,0,0,1,0,0,5,0,0.31,,,,0.275,,,,,,,,,,,0.024,,0.012,,,,,,,,,,,,,,,,,0,2.0,0.087,125.6,12.0,125.498
203,High,RPath,737,12.0,4.0,3.0,30.0,45.0,60.0,0.26666666666666666,Asphalt,72.4,2.0,4,74.122,0.021,0.084,0.1657458563535911,0.021,75,4,8.0,sidewalks,CON,1,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,2,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,5,5,0,3,1,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,1,2,0,1,2,0,1,0,0,0,0,1,1,1,1,2,0,0,0,0,1,2,0,5,0,0.083,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.021,72.4,12.0,74.122
204,High,RPath,738,12.0,4.0,3.0,90.0,136.0,181.0,0.08823529411764706,Asphalt,91.4,2.0,4,89.266,0.025,0.1,0.1312910284463894,0.025,72,4,8.0,sidewalks,PB,1,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,2,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,0,5,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,1,2,0,1,2,0,1,2,0,1,0,0,0,0,1,1,1,1,2,2,1,0,0,1,2,0,5,0,0.066,,,,0.033,,,,,,,,,,,,,0.033,,,,,,,,,,,,,,,,,0,2.0,0.025,91.4,12.0,89.266
205,High,RPath,739,12.0,4.0,3.0,144.0,216.0,288.0,0.05555555555555555,Asphalt,72.9,2.0,4,72.991,0.067,0.268,0.1646090534979424,0.067,72,4,8.0,sidewalks,CON,1,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,2,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,2,0,1,0,1,2,2,0,0,0,3,1,1,0,0,1,2,0,1,0,0,0,0,0,1,2,0,1,2,0,1,2,0,1,2,0,0,0,1,1,1,1,2,2,1,0,0,1,2,0,5,0,0.226,,,,0.185,,,,,,,,,,,0.021,,0.021,,,,,,,,,,,,,,,,,0,2.0,0.067,72.9,12.0,72.991
206,High,RPath,742,12.0,4.0,3.0,202.0,302.0,403.0,0.039735099337748346,Asphalt,91.8,2.0,4,91.829,0.098,0.392,0.130718954248366,0.098,84,5,8.0,sidewalks,CON,1,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,2,2,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,0,5,0,3,1,1,0,0,1,2,0,1,2,0,0,0,0,1,2,0,1,2,2,1,2,0,1,0,0,0,0,1,1,1,1,2,2,1,0,0,1,2,2,5,0,0.376,,,,0.359,,,,,,,,,,,,,0.016,,,,,,,,,,,,,,,,,3,2.0,0.098,91.8,42.0,91.829
207,High,RPath,744,12.0,4.0,3.0,322.0,483.0,644.0,0.024844720496894408,Asphalt,91.5,2.0,4,91.533,0.078,0.312,0.1311475409836065,0.078,72,4,8.0,sidewalks,CON,1,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,2,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,0,5,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,1,2,0,1,2,0,1,2,0,1,0,0,0,0,1,1,1,1,2,2,1,0,0,1,2,0,5,0,0.18,,,,0.049,,,,,,,,,,,,,0.131,,,,,,,,,,,,,,,,,1,2.0,0.078,91.5,22.0,91.533
208,High,RPath,746,12.0,4.0,3.0,113.0,169.0,226.0,0.07100591715976332,Asphalt,91.8,2.0,4,70.915,0.049,0.196,0.130718954248366,0.049,81,4,8.0,sidewalks,CON,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,2,2,0,0,0,0,0,0,5,5,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,0,0,0,0,1,1,0,0,1,0,0,1,2,0,0,0,0,1,2,2,1,2,2,1,2,2,1,0,0,0,0,1,1,1,1,2,2,1,2,0,1,2,2,5,0,0.114,,,,0.065,0.016,,,,,,,,,,,,0.033,,,,,,,,,,,,,,,,,1,2.0,0.049,91.8,22.0,70.915
209,High,RPath,749,12.0,4.0,3.0,52.0,79.0,105.0,0.1518987341772152,Asphalt,73.9,2.0,4,73.868,0.036,0.144,0.162381596752368,0.036,81,4,8.0,sidewalks,CON,1,2,0,0,0,0,0,0,0,1,2,0,1,0,0,1,2,2,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,0,5,0,0,1,1,0,0,1,0,0,1,2,2,0,0,0,1,2,0,1,2,2,1,2,0,1,0,0,0,0,1,1,1,1,2,2,1,2,0,1,2,2,5,0,0.142,,,,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.0,0.036,73.9,22.0,73.868
210,High,RPath,752,12.0,4.0,3.0,45.0,68.0,90.0,0.17647058823529413,Asphalt,92.8,2.0,4,92.192,0.036,0.144,0.1293103448275862,0.036,83,5,8.0,sidewalks,CON,1,2,0,0,0,0,0,0,0,1,2,0,1,0,0,1,2,2,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,0,5,0,0,1,1,0,0,1,0,0,1,2,0,0,0,0,1,2,2,1,2,2,1,2,2,1,0,0,0,0,1,1,1,1,2,2,1,2,0,1,2,2,5,0,0.097,,,,0.081,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.0,0.036,92.8,22.0,92.192
211,High,RPath,756,12.0,4.0,3.0,173.0,259.0,346.0,0.04633204633204633,Asphalt,122.6,2.0,4,122.741,0.04,0.16,0.097879282218597,0.04,85,5,8.0,sidewalks,PB,1,2,2,1,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,2,2,1,2,2,0,0,0,1,0,0,0,1,2,2,0,1,0,1,2,2,5,5,0,3,0,0,0,0,0,0,0,1,2,0,1,2,0,1,2,0,1,2,0,1,0,0,0,0,0,5,0,1,1,1,1,2,2,0,0,0,0,0,0,5,0,0.086,,,,0.037,,,,,,,,,,,0.037,,,0.012,,,,,,,,,,,,,,,,1,2.0,0.04,122.6,22.0,122.741
212,High,RPath,761,12.0,4.0,3.0,52.0,78.0,104.0,0.15384615384615385,Asphalt,74.3,2.0,4,50.619,0.061,0.244,0.161507402422611,0.061,84,5,8.0,sidewalks,CON,1,2,2,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,0,1,2,2,1,2,2,0,0,0,1,2,0,5,1,2,2,0,1,0,1,2,2,0,0,0,3,1,0,0,0,1,0,0,1,2,2,1,0,0,1,2,0,1,2,0,1,0,0,0,0,0,5,0,1,1,1,1,2,2,0,0,0,0,0,0,5,0,0.061,,,,,0.04,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,1,2.0,0.061,74.3,22.0,50.619
213,High,RPath,771,12.0,4.0,3.0,324.0,486.0,648.0,0.024691358024691357,Asphalt,150.8,2.0,4,147.58,0.095,0.38,0.0795755968169761,0.095,80,4,8.0,sidewalks,PB,1,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,5,1,2,2,0,0,0,1,2,2,5,5,4,3,1,0,0,0,0,0,0,1,2,0,1,2,0,1,2,0,1,0,0,1,0,0,0,0,0,5,3,1,0,1,1,0,0,0,0,0,0,0,0,5,0,0.109,,,,,0.03,,,,,,,0.03,,,0.03,0.02,,,,,,,,,,,,,,,,,,0,2.0,0.095,150.8,12.0,147.58
214,High,RPath,785,12.0,4.0,3.0,284.0,426.0,568.0,0.028169014084507043,Asphalt,313.7,2.0,4,313.652,0.025,0.1,0.0382531080650302,0.025,68,4,8.0,sidewalks,HMAC,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,5,5,0,3,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.086,,,0.005,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,0.025,313.7,32.0,313.652
215,High,RPath,814,12.0,4.0,3.0,375.0,562.0,750.0,0.021352313167259787,Asphalt,117.9,2.0,4,117.063,0.092,0.368,0.1017811704834605,0.092,78,4,8.0,sidewalks,CON,1,0,0,0,0,0,0,0,0,1,2,2,1,2,0,1,0,0,0,0,0,0,0,0,5,0,3,0,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,2,0,1,0,1,2,2,5,5,0,3,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,2,0,1,2,0,1,0,0,0,0,1,1,1,1,2,0,0,0,0,1,2,0,5,0,0.28,,,,0.191,,,,,,,,,,,,,0.089,,,,,,,,,,,,,,,,,1,2.0,0.092,117.9,22.0,117.063
216,High,RPath,818,12.0,4.0,3.0,15.0,23.0,30.0,0.5217391304347826,Asphalt,22.1,2.0,4,24.001,0.034,0.136,0.5429864253393665,0.034,76,4,8.0,sidewalks,CON,1,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,2,2,5,5,0,3,0,1,2,0,0,0,0,1,2,0,0,0,0,1,0,0,1,2,0,1,2,0,0,0,0,0,0,1,1,1,1,2,2,1,2,2,1,2,0,5,0,0.136,,,,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.034,22.1,12.0,24.001
217,High,RPath,821,12.0,4.0,3.0,89.0,133.0,178.0,0.09022556390977443,Asphalt,91.1,2.0,4,93.033,0.037,0.148,0.1317233809001097,0.037,79,4,8.0,sidewalks,CON,1,2,2,0,0,0,0,0,0,1,2,2,0,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,1,1,1,2,2,0,5,0,0,1,1,2,2,0,0,0,1,2,0,0,0,0,1,2,0,1,2,0,1,2,2,0,0,0,0,0,1,1,1,1,2,2,1,2,0,1,0,0,5,0,0.132,,,,0.115,,,,,,,,,,,,,0.016,,,,,,,,,,,,,,,,,0,2.0,0.037,91.1,12.0,93.033
218,High,RPath,824,12.0,4.0,3.0,37.0,56.0,75.0,0.21428571428571427,Asphalt,74.2,2.0,4,74.215,0.025,0.1,0.1617250673854447,0.025,80,4,8.0,sidewalks,CON,1,2,2,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,2,2,0,5,0,0,1,1,2,0,0,0,0,1,2,0,0,0,0,1,2,0,1,2,0,1,2,2,1,2,0,5,0,1,1,1,1,2,0,1,2,2,1,2,0,5,0,0.101,,,,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.025,74.2,12.0,74.215
219,High,RPath,826,12.0,4.0,3.0,23.0,34.0,45.0,0.35294117647058826,Asphalt,73.1,2.0,4,74.208,0.015,0.06,0.1641586867305061,0.015,71,4,8.0,sidewalks,CON,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,2,2,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,1,2,0,1,2,0,1,2,2,1,2,0,5,0,1,1,1,1,2,2,1,2,0,1,2,0,5,0,0.062,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.015,73.1,12.0,74.208
220,High,RPath,827,12.0,4.0,3.0,195.0,292.0,390.0,0.0410958904109589,Asphalt,102.0,2.0,4,101.957,0.063,0.252,0.1176470588235294,0.063,77,4,8.0,sidewalks,CON,1,2,2,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,2,2,0,5,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,1,2,0,1,2,0,1,2,2,1,2,0,5,0,1,1,1,1,2,0,1,2,0,1,2,0,5,0,0.206,,,,0.162,,,,,,,,,,,,,0.044,,,,,,,,,,,,,,,,,0,2.0,0.063,102.0,12.0,101.957
221,High,RPath,828,12.0,4.0,3.0,127.0,190.0,254.0,0.06315789473684211,Asphalt,73.7,2.0,4,73.723,0.071,0.284,0.1628222523744911,0.071,81,4,8.0,sidewalks,CON,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,0,5,0,3,1,1,0,0,1,0,0,1,2,0,0,0,0,1,2,0,1,2,2,1,2,0,1,2,2,5,0,1,1,1,1,2,0,1,2,0,1,2,0,5,0,0.265,,,,0.244,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,1,2.0,0.071,73.7,22.0,73.723
222,High,RPath,829,12.0,4.0,3.0,151.0,227.0,302.0,0.05286343612334802,Asphalt,101.5,2.0,4,101.492,0.048,0.192,0.1182266009852216,0.048,80,4,8.0,sidewalks,CON,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,0,5,0,0,1,1,0,0,1,0,0,1,2,0,0,0,0,1,2,0,1,2,0,1,2,2,1,2,2,5,0,1,1,1,1,2,0,1,2,0,1,2,0,5,0,0.177,,,,0.148,,,,,0.015,,,,,,,,0.015,,,,,,,,,,,,,,,,,0,2.0,0.048,101.5,12.0,101.492
223,High,RPath,830,12.0,4.0,3.0,186.0,279.0,372.0,0.043010752688172046,Asphalt,73.9,2.0,4,73.867,0.071,0.284,0.162381596752368,0.071,71,4,8.0,sidewalks,CON,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,2,0,0,0,0,3,1,1,0,0,1,0,0,1,2,0,0,0,0,1,0,0,1,2,0,1,2,2,1,2,2,5,0,1,1,1,1,2,0,1,2,0,1,2,0,5,0,0.264,,,,0.203,,,0.02,,,,,,0.02,,,,0.02,,,,,,,,,,,,,,,,,0,2.0,0.071,73.9,12.0,73.867
224,High,RPath,831,12.0,4.0,3.0,128.0,192.0,256.0,0.0625,Asphalt,101.2,2.0,4,40.223,0.052,0.208,0.1185770750988142,0.052,71,4,8.0,sidewalks,CON,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,0,0,0,3,1,1,0,0,1,0,0,1,2,0,0,0,0,1,2,0,1,2,0,1,2,2,1,2,2,0,0,1,1,1,1,2,0,1,2,0,1,0,0,5,0,0.193,,,,0.178,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,0,2.0,0.052,101.2,12.0,40.223
225,High,RPath,832,12.0,4.0,3.0,121.0,181.0,242.0,0.06629834254143646,Asphalt,101.2,2.0,4,100.688,0.037,0.148,0.1185770750988142,0.037,75,4,8.0,sidewalks,CON,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,0,5,0,0,1,1,2,0,1,2,0,1,2,2,0,0,0,1,2,0,1,2,2,1,2,2,1,2,2,0,0,1,1,1,1,2,0,1,0,0,1,0,0,5,0,0.119,,,,0.089,,,,,,,,,,,0.015,,0.015,,,,,,,,,,,,,,,,,1,2.0,0.037,101.2,22.0,100.688
226,High,RPath,834,12.0,4.0,3.0,98.0,147.0,196.0,0.08163265306122448,Asphalt,72.4,2.0,4,73.742,0.052,0.208,0.1657458563535911,0.052,77,4,8.0,sidewalks,CON,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,0,5,0,3,1,1,0,0,1,2,0,1,2,0,0,0,0,1,2,0,1,2,2,1,2,0,1,2,2,0,0,1,1,1,1,2,0,1,2,0,1,0,0,5,0,0.186,,,,0.166,,,,,,,,,,,,,0.021,,,,,,,,,,,,,,,,,2,2.0,0.052,72.4,32.0,73.742
