sensor_index,monitor,network,lat,lng,date,prov_terr,pm25_recent_r,pm25_recent,pm25_1hr_r,pm25_1hr,pm25_3hr_r,pm25_3hr,pm25_24hr_r,pm25_24hr,temperature,rh,pressure,val_24hr_r,val_1hr_r,val_r,val_24hr,val_1hr,val,icon_url_24hr_r,icon_url_1hr_r,icon_url_r,icon_url_24hr,icon_url_1hr,icon_url
101519,Galgoasiet,PA,48.202976,-65.922844,2025-10-17 21:00:00,Quebec,0,0,0,0,0,0,0.2,0.2,15.2,47.3,1009.8,0,0,0,0,0,0,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png
101549,Essipit - Centre culturel Manakashun,PA,48.341755,-69.395096,2025-10-17 21:00:00,Quebec,0,0,0.1,0.1,0.1,0.1,0,0,13.3,42,1010.9,0,0,0,0,0,0,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png
101555,Trinity-Bellwoods,PA,43.650745,-79.40674,2025-10-17 21:00:00,Ontario,3.1,2.6,4.6,3.8,5.3,4.4,3.5,2.9,16.7,43.7,1003.8,4,5,3,3,4,3,icons/icon_21_4.png,icons/icon_21_5.png,icons/icon_21_3.png,icons/icon_21_3.png,icons/icon_21_4.png,icons/icon_21_3.png
101685,GWA'SALA-'NAKWAXDA'XW NATIONS,PA,50.73695,-127.4961,2025-10-17 21:00:00,British Columbia,3,2.2,2.9,2.1,3.1,2.2,2.6,1.7,16.1,60.3,1018.9,3,3,3,2,2,2,icons/icon_21_3.png,icons/icon_21_3.png,icons/icon_21_3.png,icons/icon_21_2.png,icons/icon_21_2.png,icons/icon_21_2.png
101701,UToledo SM,PA,41.66056,-83.61283,2025-10-17 21:00:00,United States,0.6,0.5,0.5,0.5,0.7,0.6,2.2,1.7,24.9,25,992.2,2,0,1,2,0,0,icons/icon_21_2.png,icons/icon_21_0.png,icons/icon_21_1.png,icons/icon_21_2.png,icons/icon_21_0.png,icons/icon_21_0.png
101706,Public Works #2,PA,48.020668,-66.72546,2025-10-17 21:00:00,Quebec,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,12.2,56,1011,0,0,0,0,0,0,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png
101710,AQSU3A12 - Old Crow,PA,67.570274,-139.82722,2025-10-17 21:00:00,Yukon,4,3,4.1,3,4,3,4,2.8,0,58.2,976.1,4,4,4,3,3,3,icons/icon_21_4.png,icons/icon_21_4.png,icons/icon_21_4.png,icons/icon_21_3.png,icons/icon_21_3.png,icons/icon_21_3.png
101748,994 dunford avenue,PA,48.44613,-123.51482,2025-10-17 21:00:00,British Columbia,4.1,3.3,4.4,3.5,4.3,3.5,4,2.9,17.6,49,1010.3,4,4,4,3,4,3,icons/icon_21_4.png,icons/icon_21_4.png,icons/icon_21_4.png,icons/icon_21_3.png,icons/icon_21_4.png,icons/icon_21_3.png
101764,HAMP-Bon Accord,PA,53.833584,-113.422325,2025-10-17 21:00:00,Alberta,1,0.9,0.7,0.6,0.8,0.7,1.9,1.7,13.3,31.7,734.7,2,1,1,2,1,1,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_1.png
102028,Haines - Skyline,PA,59.247658,-135.43358,2025-10-17 21:00:00,United States,0,0,0.1,0.1,0.1,0.1,0.1,0.1,10,71.8,988.7,0,0,0,0,0,0,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png
102196,Odanak - M8wigawikw,PA,46.071037,-72.818794,2025-10-17 21:00:00,Quebec,0.4,0.4,0.2,0.2,0.1,0.1,0.5,0.4,16.7,33.5,1013.1,0,0,0,0,0,0,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png
102200,Odanak - Alokawogan,PA,46.080147,-72.80316,2025-10-17 21:00:00,Quebec,0.3,0.3,0.1,0.1,0.1,0.1,0.2,0.2,17.6,31,1011.9,0,0,0,0,0,0,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png
102204,TPH,PA,48.59889,-78.1182,2025-10-17 21:00:00,Quebec,1,0.9,1,0.9,1.3,1.1,4.1,3,13.9,41,976.5,4,1,1,3,1,1,icons/icon_21_4.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_3.png,icons/icon_21_1.png,icons/icon_21_1.png
102208,CKAU (ITUM-Sensor),PA,50.21284,-66.19479,2025-10-17 21:00:00,Quebec,0,0,0,0,0,0,0.1,0.1,12.2,60.2,1008.3,0,0,0,0,0,0,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png
102216,Whapmagoostui Water Plant,PA,55.27713,-77.7511,2025-10-17 21:00:00,Quebec,0.2,0.2,0.1,0.1,97.7,83.6,58,45.1,12.2,42.8,1010.1,58,0,0,45,0,0,icons/icon_21_58.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_45.png,icons/icon_21_0.png,icons/icon_21_0.png
102220,Garage TakuTaut Pessamit,PA,48.95027,-68.65353,2025-10-17 21:00:00,Quebec,0.1,0.1,0,0,0,0,0.1,0.1,13.8,48,1012.7,0,0,0,0,0,0,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png
102222,Poste de Police,PA,48.597145,-78.11346,2025-10-17 21:00:00,Quebec,0.7,0.6,0.7,0.6,0.9,0.8,3.4,2.5,13.5,42.3,977.1,3,1,1,2,1,1,icons/icon_21_3.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_1.png
102236,Essipit-Natakam,PA,48.33431,-69.395706,2025-10-17 21:00:00,Quebec,0.1,0.1,0,0,0.1,0.1,0.1,0.1,12.2,68,1013.2,0,0,0,0,0,0,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png
102262,EC_Beiniteau 2,PA,42.384422,-82.98192,2025-10-17 21:00:00,United States,0.6,0.5,0.8,0.7,0.7,0.6,3.4,2.2,23.3,39.3,992.5,3,1,1,2,1,0,icons/icon_21_3.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_0.png
102270,Kitcisakik Centre de Santé,PA,47.614975,-77.3071,2025-10-17 21:00:00,Quebec,0.6,0.5,0.6,0.5,0.5,0.5,9.7,6.7,15.6,41,973.2,10,1,1,7,0,0,icons/icon_21_10.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_7.png,icons/icon_21_0.png,icons/icon_21_0.png
102272,Kitigan Zibi Wanaki Center,PA,46.41683,-76.04836,2025-10-17 21:00:00,Quebec,4.3,3.8,5.3,4.8,8.6,7.7,1.6,1.3,14.9,34,992.6,2,5,4,1,5,4,icons/icon_21_2.png,icons/icon_21_5.png,icons/icon_21_4.png,icons/icon_21_1.png,icons/icon_21_5.png,icons/icon_21_4.png
102286,Conseil Opitciwan,PA,48.659653,-74.938034,2025-10-17 21:00:00,Quebec,0,0,0,0,0,0,0,0,11.7,35.3,964.4,0,0,0,0,0,0,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png
102380,Mawiomi,PA,48.19745,-65.92421,2025-10-17 21:00:00,Quebec,1,0.8,1.7,1.4,1,0.8,0.4,0.3,14.4,49.5,1010.2,0,2,1,0,1,1,icons/icon_21_0.png,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_0.png,icons/icon_21_1.png,icons/icon_21_1.png
102384,Mistissini Fire Department,PA,50.420547,-73.87401,2025-10-17 21:00:00,Quebec,0.1,0.1,0,0,0.1,0.1,0.2,0.1,10,36,966.6,0,0,0,0,0,0,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png
102400,Waswanipi,PA,49.69609,-75.96109,2025-10-17 21:00:00,Quebec,0.1,0.1,0.2,0.2,0.2,0.2,3,2.1,12.8,35,978,3,0,0,2,0,0,icons/icon_21_3.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_2.png,icons/icon_21_0.png,icons/icon_21_0.png
102424,Maliotenam Maison de la famille,PA,50.21319,-66.195045,2025-10-17 21:00:00,Quebec,0,0,2.9,1.8,1.3,0.9,0.6,0.4,11.3,100,700.4,1,3,0,0,2,0,icons/icon_21_1.png,icons/icon_21_3.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_2.png,icons/icon_21_0.png
102428,Onion Creek School District-NETCHD,PA,48.78345,-117.80977,2025-10-17 21:00:00,United States,4,3.5,6.5,5.6,10.2,8.6,9,6.9,14.6,36.7,925.4,9,6,4,7,6,4,icons/icon_21_9.png,icons/icon_21_6.png,icons/icon_21_4.png,icons/icon_21_7.png,icons/icon_21_6.png,icons/icon_21_4.png
102434,135 Dallas rd,PA,48.41703,-123.38532,2025-10-17 21:00:00,British Columbia,4.7,3.8,6.8,5.5,8,6.4,9.3,7.5,,,,9,7,5,8,6,4,icons/icon_21_9.png,icons/icon_21_7.png,icons/icon_21_5.png,icons/icon_21_8.png,icons/icon_21_6.png,icons/icon_21_4.png
102438,Orient School District-NETCHD,PA,48.867218,-118.205055,2025-10-17 21:00:00,United States,2.1,1.9,5.9,5.3,17.9,15.8,43.1,33.9,18.5,30.3,961.6,43,6,2,34,5,2,icons/icon_21_43.png,icons/icon_21_6.png,icons/icon_21_2.png,icons/icon_21_34.png,icons/icon_21_5.png,icons/icon_21_2.png
102448,Republic School District - NETCHD,PA,48.641697,-118.72687,2025-10-17 21:00:00,Canada_Buffer,2.5,2.3,2.3,2.1,4.5,4,14.6,12.3,20.7,22.5,927.7,15,2,2,12,2,2,icons/icon_21_15.png,icons/icon_21_2.png,icons/icon_21_2.png,icons/icon_21_12.png,icons/icon_21_2.png,icons/icon_21_2.png
102506,mashteuiatsh,PA,48.575657,-72.25082,2025-10-17 21:00:00,Quebec,0,0,0,0,0.1,0.1,0.8,0.5,11.1,63.5,999.4,1,0,0,0,0,0,icons/icon_21_1.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png
102544,Matimekosh Service-Technique,PA,54.805412,-66.80896,2025-10-17 21:00:00,Quebec,0.1,0.1,0.2,0.1,0.3,0.2,0.6,0.4,7.8,64.2,957.6,1,0,0,0,0,0,icons/icon_21_1.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png
102548,Troy Public Schools (outside),PA,48.460686,-115.890205,2025-10-17 21:00:00,United States,4.2,3.7,4.4,3.8,9.5,7.5,18.4,12.5,,38.2,536.4,18,4,4,12,4,4,icons/icon_21_18.png,icons/icon_21_4.png,icons/icon_21_4.png,icons/icon_21_12.png,icons/icon_21_4.png,icons/icon_21_4.png
102818,Raven Road,PA,48.541245,-120.20052,2025-10-17 21:00:00,United States,3.1,2.8,3.8,3.4,3.5,3.1,1.7,1.5,20.6,28.7,927,2,4,3,2,3,3,icons/icon_21_2.png,icons/icon_21_4.png,icons/icon_21_3.png,icons/icon_21_2.png,icons/icon_21_3.png,icons/icon_21_3.png
103178,REAL_OAK PARK,PA,42.46936,-83.15696,2025-10-17 21:00:00,Canada_Buffer,1.2,1.1,1.4,1.2,1.1,1,4,3.1,23.9,32,990.7,4,1,1,3,1,1,icons/icon_21_4.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_3.png,icons/icon_21_1.png,icons/icon_21_1.png
103242,Rue Gouin,PA,45.54024,-73.36233,2025-10-17 21:00:00,Quebec,0.7,0.6,0.7,0.6,0.7,0.6,2,1.6,15.6,34,1012,2,1,1,2,1,1,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_1.png
103248,Duquesne,PA,45.53578,-73.35993,2025-10-17 21:00:00,Quebec,0.7,0.6,0.8,0.7,0.8,0.7,1.8,1.5,17.2,33.2,1010.8,2,1,1,2,1,1,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_1.png
103866,AQSU 65B6 - Dawson,PA,64.06151,-139.43198,2025-10-17 21:00:00,Yukon,0,0,0.4,0.3,0.5,0.4,6.2,4.1,6.7,59,963.7,6,0,0,4,0,0,icons/icon_21_6.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_4.png,icons/icon_21_0.png,icons/icon_21_0.png
103874,AQSU - 747E - NAPS,PA,60.71965,-135.0587,2025-10-17 21:00:00,Yukon,0.1,0.1,0.6,0.5,0.9,0.7,0.3,0.3,8.7,52,926.1,0,1,0,0,0,0,icons/icon_21_0.png,icons/icon_21_1.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png
103910,Muheim Air Station,PA,54.77858,-127.168724,2025-10-17 21:00:00,British Columbia,9.7,8.1,8.8,7.2,8,6.5,8.3,6,12.2,45,955,8,9,10,6,7,8,icons/icon_21_8.png,icons/icon_21_9.png,icons/icon_21_10.png,icons/icon_21_6.png,icons/icon_21_7.png,icons/icon_21_8.png
103920,Veranda Beach,PA,48.987232,-119.43111,2025-10-17 21:00:00,United States,0,0,0.2,0.2,1.1,0.9,9.8,8.5,,42.7,520,10,0,0,8,0,0,icons/icon_21_10.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_8.png,icons/icon_21_0.png,icons/icon_21_0.png
103928,Bowen Island,PA,49.389664,-123.337524,2025-10-17 21:00:00,British Columbia,2.3,1.9,2.3,1.9,2.6,2.2,6.4,4.7,18.3,43,1009.8,6,2,2,5,2,2,icons/icon_21_6.png,icons/icon_21_2.png,icons/icon_21_2.png,icons/icon_21_5.png,icons/icon_21_2.png,icons/icon_21_2.png
103952,AQSU-Powerhouse Rd,PA,50.99463,-118.17267,2025-10-17 21:00:00,British Columbia,1.6,1.4,1.6,1.4,1.6,1.4,3.6,2.7,15.4,39.5,960.1,4,2,2,3,1,1,icons/icon_21_4.png,icons/icon_21_2.png,icons/icon_21_2.png,icons/icon_21_3.png,icons/icon_21_1.png,icons/icon_21_1.png
103970,AQSU-D5D8 (Copper Ridge),PA,60.70346,-135.10953,2025-10-17 21:00:00,Yukon,0.3,0.2,0.1,0.1,0.1,0.1,1.2,1,8,54,911.8,1,0,0,1,0,0,icons/icon_21_1.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_1.png,icons/icon_21_0.png,icons/icon_21_0.png
103974,Thompson,PA,55.707787,-97.8895,2025-10-17 21:00:00,Manitoba,12.9,8.9,15.2,10.5,14.4,10.1,14.7,10.2,7.2,65,969.6,15,15,13,10,10,9,icons/icon_21_15.png,icons/icon_21_15.png,icons/icon_21_13.png,icons/icon_21_10.png,icons/icon_21_10.png,icons/icon_21_9.png
103980,AQSU-96FF,PA,51.30128,-117.52029,2025-10-17 21:00:00,British Columbia,1.6,1.3,1.6,1.3,1.6,1.3,1.5,1.1,5.6,49.8,863.3,2,2,2,1,1,1,icons/icon_21_2.png,icons/icon_21_2.png,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_1.png
103984,ASQU-Gulf Islands National Park Reserve Building,PA,48.665543,-123.4076,2025-10-17 21:00:00,British Columbia,8.2,7,7.8,6.7,7.5,6.3,5.7,4.3,20.6,42.8,1020.7,6,8,8,4,7,7,icons/icon_21_6.png,icons/icon_21_8.png,icons/icon_21_8.png,icons/icon_21_4.png,icons/icon_21_7.png,icons/icon_21_7.png
104002,Hall Road,PA,49.861713,-119.439735,2025-10-17 21:00:00,British Columbia,1,0.8,1.2,1,1.3,1,16.6,13.5,14.2,52.2,973.8,17,1,1,14,1,1,icons/icon_21_17.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_14.png,icons/icon_21_1.png,icons/icon_21_1.png
104048,KenmAir,PA,48.674168,-102.08372,2025-10-17 21:00:00,United States,5.5,4.5,5.8,4.8,5.2,4.4,4,2.7,15.6,48.7,932.1,4,6,6,3,5,4,icons/icon_21_4.png,icons/icon_21_6.png,icons/icon_21_6.png,icons/icon_21_3.png,icons/icon_21_5.png,icons/icon_21_4.png
104066,TRL5938A,PA,49.100285,-117.72064,2025-10-17 21:00:00,British Columbia,0,0,0,0,3.4,2.2,2.5,1.6,22.2,72,680.7,2,0,0,2,0,0,icons/icon_21_2.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_2.png,icons/icon_21_0.png,icons/icon_21_0.png
104202,AQSU-3A97,PA,45.92879,-66.62811,2025-10-17 21:00:00,New Brunswick,1,0.7,0.9,0.7,0.8,0.6,1,0.7,13.2,62,1003.5,1,1,1,1,1,1,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_1.png
104264,AQSU-813C,PA,46.120266,-64.86032,2025-10-17 21:00:00,New Brunswick,0,0,0,0,0.3,0.2,1.4,0.9,13.7,100,629.2,1,0,0,1,0,0,icons/icon_21_1.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_1.png,icons/icon_21_0.png,icons/icon_21_0.png
104404,OECI Outside,PA,48.493355,-120.181915,2025-10-17 21:00:00,United States,3.8,3.4,4.1,3.7,3.6,3.3,10.7,8.4,17.8,24.7,949.2,11,4,4,8,4,3,icons/icon_21_11.png,icons/icon_21_4.png,icons/icon_21_4.png,icons/icon_21_8.png,icons/icon_21_4.png,icons/icon_21_3.png
104444,The Aerie,PA,48.599903,-118.67056,2025-10-17 21:00:00,United States,1.9,1.7,1.7,1.6,3.3,3,15.4,13.1,16.2,24.8,891.7,15,2,2,13,2,2,icons/icon_21_15.png,icons/icon_21_2.png,icons/icon_21_2.png,icons/icon_21_13.png,icons/icon_21_2.png,icons/icon_21_2.png
104528,Miyuu,PA,43.825314,-79.32568,2025-10-17 21:00:00,Ontario,4.7,4.3,5.2,4.8,5.4,4.9,4.4,4,,30,518.2,4,5,5,4,5,4,icons/icon_21_4.png,icons/icon_21_5.png,icons/icon_21_5.png,icons/icon_21_4.png,icons/icon_21_5.png,icons/icon_21_4.png
104534,Crawfish Lake,PA,48.483555,-119.221146,2025-10-17 21:00:00,United States,3.5,3.1,3.8,3.4,3.8,3.4,3.8,3.1,12.4,34,859.4,4,4,4,3,3,3,icons/icon_21_4.png,icons/icon_21_4.png,icons/icon_21_4.png,icons/icon_21_3.png,icons/icon_21_3.png,icons/icon_21_3.png
104620,640 twisp river rd,PA,48.38071,-120.25163,2025-10-17 21:00:00,United States,4.2,3.8,4,3.6,3.4,3,5.6,4.5,18.1,22,942.2,6,4,4,4,4,4,icons/icon_21_6.png,icons/icon_21_4.png,icons/icon_21_4.png,icons/icon_21_4.png,icons/icon_21_4.png,icons/icon_21_4.png
104654,Allison Lake,PA,49.693024,-120.60367,2025-10-17 21:00:00,British Columbia,3,2.1,3,2.1,1.4,1,2.6,2.1,6.5,63.7,916,3,3,3,2,2,2,icons/icon_21_3.png,icons/icon_21_3.png,icons/icon_21_3.png,icons/icon_21_2.png,icons/icon_21_2.png,icons/icon_21_2.png
104660,Salmon Arm - near RCMP,PA,50.707726,-119.26395,2025-10-17 21:00:00,British Columbia,4.7,4,5.8,4.8,4.5,3.8,10.4,7.9,14.3,40.8,967,10,6,5,8,5,4,icons/icon_21_10.png,icons/icon_21_6.png,icons/icon_21_5.png,icons/icon_21_8.png,icons/icon_21_5.png,icons/icon_21_4.png
104674,Lucky Jim Bench,PA,48.55463,-120.33625,2025-10-17 21:00:00,United States,3,2.7,3.7,3.4,3.9,3.6,2.7,2.3,25.6,17.7,940.7,3,4,3,2,3,3,icons/icon_21_3.png,icons/icon_21_4.png,icons/icon_21_3.png,icons/icon_21_2.png,icons/icon_21_3.png,icons/icon_21_3.png
104676,St. Ives,PA,50.97822,-119.10466,2025-10-17 21:00:00,British Columbia,2.7,2.3,3.2,2.6,3.3,2.6,15.1,10.7,15,41.8,972.9,15,3,3,11,3,2,icons/icon_21_15.png,icons/icon_21_3.png,icons/icon_21_3.png,icons/icon_21_11.png,icons/icon_21_3.png,icons/icon_21_2.png
104698,Beanhead Farm,PA,48.54721,-123.08741,2025-10-17 21:00:00,United States,5.3,4.7,5.9,5.2,5.5,4.9,6.3,4.4,22.2,35.2,1013.1,6,6,5,4,5,5,icons/icon_21_6.png,icons/icon_21_6.png,icons/icon_21_5.png,icons/icon_21_4.png,icons/icon_21_5.png,icons/icon_21_5.png
104704,Above Lovric's  KWAANACO5,PA,48.51086,-122.64097,2025-10-17 21:00:00,United States,5.8,4.7,6.5,5.2,6.4,5.1,5.8,4.2,17.2,49.3,1018,6,6,6,4,5,5,icons/icon_21_6.png,icons/icon_21_6.png,icons/icon_21_6.png,icons/icon_21_4.png,icons/icon_21_5.png,icons/icon_21_5.png
104952,Cochrane,PA,51.215492,-114.46866,2025-10-17 21:00:00,Alberta,0.3,0.2,0.8,0.7,0.7,0.6,1.5,1.2,6.9,45.7,863.7,2,1,0,1,1,0,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_0.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_0.png
104988,Goldstream Creek,PA,64.89325,-147.87521,2025-10-17 21:00:00,United States,3.3,2.3,2,1.4,1.1,0.7,0.4,0.2,4.4,64,981.4,0,2,3,0,1,2,icons/icon_21_0.png,icons/icon_21_2.png,icons/icon_21_3.png,icons/icon_21_0.png,icons/icon_21_1.png,icons/icon_21_2.png
105450,Kettle Falls High School,PA,48.59981,-118.059135,2025-10-17 21:00:00,United States,23.1,18.6,22,17.7,18.5,14.9,13.5,10.8,,,,14,22,23,11,18,19,icons/icon_21_14.png,icons/icon_21_22.png,icons/icon_21_23.png,icons/icon_21_11.png,icons/icon_21_18.png,icons/icon_21_19.png
105460,Kettle Falls Middle School,PA,48.60266,-118.05615,2025-10-17 21:00:00,United States,24.7,21.4,23.2,19.9,18.9,16.4,14.9,12.2,18.3,39.5,644.6,15,23,25,12,20,21,icons/icon_21_15.png,icons/icon_21_23.png,icons/icon_21_25.png,icons/icon_21_12.png,icons/icon_21_20.png,icons/icon_21_21.png
105498,Shoshone Park,PA,42.952377,-78.83768,2025-10-17 21:00:00,United States,3.8,3.2,3.6,3,3.7,3.1,7.8,6.1,18.9,46,994.3,8,4,4,6,3,3,icons/icon_21_8.png,icons/icon_21_4.png,icons/icon_21_4.png,icons/icon_21_6.png,icons/icon_21_3.png,icons/icon_21_3.png
105500,10 miles up Twisp River,PA,48.371864,-120.321266,2025-10-17 21:00:00,United States,3.8,3.4,4,3.6,3.3,3,33.5,26.9,20.6,19,933.8,34,4,4,27,4,3,icons/icon_21_34.png,icons/icon_21_4.png,icons/icon_21_4.png,icons/icon_21_27.png,icons/icon_21_4.png,icons/icon_21_3.png
105716,Ellison,PA,49.948555,-119.35312,2025-10-17 21:00:00,British Columbia,1.7,1.3,1.3,1,1.2,0.9,2.4,2,12.2,53.5,959.3,2,1,2,2,1,1,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_2.png,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_1.png
106306,Hall Lake,PA,55.11413,-105.91855,2025-10-17 21:00:00,Saskatchewan,3.5,3,3.7,3.2,3.9,3.3,7.5,5.9,14.3,41,948.8,8,4,4,6,3,3,icons/icon_21_8.png,icons/icon_21_4.png,icons/icon_21_4.png,icons/icon_21_6.png,icons/icon_21_3.png,icons/icon_21_3.png
106606,Lake Ontario Shoreline,PA,43.25129,-77.48497,2025-10-17 21:00:00,United States,1.4,1.2,1.2,1.1,1.3,1.2,1.9,1.6,22.2,34.2,819.9,2,1,1,2,1,1,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_1.png
106612,Sterling Heights,PA,42.612926,-83.007286,2025-10-17 21:00:00,United States,2.1,1.9,2.1,1.9,2.1,1.9,5.6,4.2,23.3,30.7,991.8,6,2,2,4,2,2,icons/icon_21_6.png,icons/icon_21_2.png,icons/icon_21_2.png,icons/icon_21_4.png,icons/icon_21_2.png,icons/icon_21_2.png
106614,Capilano &amp; Paisley,PA,49.3368,-123.1163,2025-10-17 21:00:00,British Columbia,3.2,2.7,3.5,2.9,3.9,3.2,7,5.2,19.4,45.3,1014,7,4,3,5,3,3,icons/icon_21_7.png,icons/icon_21_4.png,icons/icon_21_3.png,icons/icon_21_5.png,icons/icon_21_3.png,icons/icon_21_3.png
106620,Banbury Green,PA,49.413612,-119.60074,2025-10-17 21:00:00,British Columbia,0,0,0.3,0.2,4.4,3.2,5.2,4.4,12.8,58.8,976.5,5,0,0,4,0,0,icons/icon_21_5.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_4.png,icons/icon_21_0.png,icons/icon_21_0.png
106978,Red Deer Clearview Ridge,PA,52.281784,-113.776566,2025-10-17 21:00:00,Alberta,0.5,0.5,1,1,0.9,0.8,2.1,1.8,14.4,25.3,903.9,2,1,0,2,1,0,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_0.png,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_0.png
107244,Rainbow Lake_Town Office and Airport_AEP,PA,58.494736,-119.41358,2025-10-17 21:00:00,Alberta,3.1,2.8,3.3,3,3.6,3.2,4,3,13.5,34,938.1,4,3,3,3,3,3,icons/icon_21_4.png,icons/icon_21_3.png,icons/icon_21_3.png,icons/icon_21_3.png,icons/icon_21_3.png,icons/icon_21_3.png
107246,High Level_Town Hall_AEP,PA,58.51561,-117.14293,2025-10-17 21:00:00,Alberta,0.1,0.1,0.1,0.1,0.1,0.1,1.4,1,16.7,30,959.1,1,0,0,1,0,0,icons/icon_21_1.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_1.png,icons/icon_21_0.png,icons/icon_21_0.png
107248,Slave Lake_Government Centre_AEP,PA,55.281788,-114.77335,2025-10-17 21:00:00,Alberta,0.3,0.3,0.4,0.4,0.5,0.5,1.7,1.4,14,30,933.4,2,0,0,1,0,0,icons/icon_21_2.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_1.png,icons/icon_21_0.png,icons/icon_21_0.png
107252,Three Hills Library,PA,51.70299,-113.27038,2025-10-17 21:00:00,Alberta,0.5,0.5,0.7,0.6,0.7,0.6,1.5,1.2,13.1,28,902.3,2,1,0,1,1,0,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_0.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_0.png
107254,Wainwright_Town Hall_AEP,PA,52.833378,-110.860054,2025-10-17 21:00:00,Alberta,1,0.9,0.9,0.8,1,0.9,2.1,1.8,,30,1122.8,2,1,1,2,1,1,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_1.png
