sensor_index,monitor,network,lat,lng,date,prov_terr,pm25_recent_r,pm25_recent,pm25_1hr_r,pm25_1hr,pm25_3hr_r,pm25_3hr,pm25_24hr_r,pm25_24hr,temperature,rh,pressure,val_24hr_r,val_1hr_r,val_r,val_24hr,val_1hr,val,icon_url_24hr_r,icon_url_1hr_r,icon_url_r,icon_url_24hr,icon_url_1hr,icon_url
167935,Wendyl,PA,53.48433,-113.64922,2025-10-16 23:40:00,Alberta,,,,,,,,,20,27,924.7,,,,,,,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png
912,The Hub,PA,48.72967,-123.66412,2025-10-17 02:50:00,British Columbia,,,,,,,,,17.8,59,1012.1,,,,,,,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png
112112,CH Escoumins,PA,48.351906,-69.407166,2025-10-17 04:00:00,Quebec,,,,,,,,,11,46,1009.5,,,,,,,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png
191561,Tall Tree Way Greenhouse,PA,48.04927,-123.04513,2025-10-17 05:00:00,United States,,,,,,,,,18.3,48,1005.9,,,,,,,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png
232207,Outside Beach,PA,48.44621,-123.29229,2025-10-17 06:50:00,British Columbia,,,,,,,,,16.7,68,1020.3,,,,,,,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png
279594,AFFES-Smoke lake,PA,45.54146,-78.69458,2025-10-17 14:20:00,Ontario,,,,,,,,,10.4,52,971,,,,,,,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png
209865,AQSU-CAPMoN_LON,PA,42.883614,-81.48039,2025-10-17 14:30:00,Ontario,,,,,,,,,14.4,59,991.7,,,,,,,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png
96155,Cooks creek manitoba,PA,50.006832,-96.810814,2025-10-17 15:50:00,Manitoba,,,,,,,,,11.7,74,965.6,,,,,,,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png
78017,HH Estates,PA,48.10907,-122.56596,2025-10-17 16:00:00,United States,,,,,,,,,15.9,58.7,1018.9,,,,,,,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png
204375,Cassidy Point,PA,43.643017,-70.27749,2025-10-17 17:20:00,United States,,,,,,,,,18.9,52,1012,,,,,,,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png
2217,Thousand Islands High School,PA,44.19332,-76.200455,2025-10-17 17:40:00,United States,,,,,,,,,,34,,,,,,,,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png
151214,Deninu Kue First Nation office,PA,61.169743,-113.67532,2025-10-17 17:50:00,Northwest Territories,,,,,,,,,7.8,67,975.9,,,,,,,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png
53109,ACA_Queen Alexandra,PA,53.513386,-113.504105,2025-10-17 18:20:00,Alberta,,,,,,,,,16.7,25,925.6,,,,,,,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png
30165,Walden Circle,PA,43.513138,-79.63001,2025-10-17 18:40:00,Ontario,,,,,,,,,17.2,45,1004,,,,,,,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png
177715,School,PA,49.464596,-123.23555,2025-10-17 18:40:00,British Columbia,,,,,,,,,11.8,73,1003.2,,,,,,,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png
31411,SPSA Radio Technical Services,PA,53.19702,-105.7409,2025-10-17 19:00:00,Saskatchewan,7.4,4.7,7.8,5,7.4,4.7,12.6,8.2,10.6,92.7,946.9,13,8,7,8,5,5,icons/icon_21_13.png,icons/icon_21_8.png,icons/icon_21_7.png,icons/icon_21_8.png,icons/icon_21_5.png,icons/icon_21_5.png
287588,Val Marie,PA,49.24228,-107.7334,2025-10-17 19:10:00,Saskatchewan,0.9,0.7,0.9,0.7,0.9,0.7,3.5,2.2,13.3,55,914,4,1,1,2,1,1,icons/icon_21_4.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_1.png
87165,Admirals,PA,48.165585,-122.6198,2025-10-17 19:10:00,United States,5.4,4.2,5.4,4.2,5.6,4.3,7.8,5.6,16.5,54.8,1017.3,8,5,5,6,4,4,icons/icon_21_8.png,icons/icon_21_5.png,icons/icon_21_5.png,icons/icon_21_6.png,icons/icon_21_4.png,icons/icon_21_4.png
83939,AQSU 06A8,PA,51.21551,-113.93806,2025-10-17 19:30:00,Alberta,3,2.3,3.5,2.7,3.5,2.7,3.1,2.4,10.6,54,882.4,3,4,3,2,3,2,icons/icon_21_3.png,icons/icon_21_4.png,icons/icon_21_3.png,icons/icon_21_2.png,icons/icon_21_3.png,icons/icon_21_2.png
276296,Foggy Mountain Farm,PA,58.444336,-116.1405,2025-10-17 19:30:00,Alberta,1.1,0.9,1.9,1.5,1.6,1.3,5.8,4.1,12.6,48.2,965.9,6,2,1,4,2,1,icons/icon_21_6.png,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_4.png,icons/icon_21_2.png,icons/icon_21_1.png
198615,Bellingham-Barkley-Sussex,PA,48.776596,-122.42895,2025-10-17 19:40:00,United States,4.7,3.9,4.6,3.8,4.6,3.8,4.1,3.2,18,46.6,1007.9,4,5,5,3,4,4,icons/icon_21_4.png,icons/icon_21_5.png,icons/icon_21_5.png,icons/icon_21_3.png,icons/icon_21_4.png,icons/icon_21_4.png
104052,DCB Jacks,PA,48.84111,-100.440895,2025-10-17 19:50:00,United States,11.7,7.7,12,7.9,12,7.9,3.2,2.1,,68,,3,12,12,2,8,8,icons/icon_21_3.png,icons/icon_21_12.png,icons/icon_21_12.png,icons/icon_21_2.png,icons/icon_21_8.png,icons/icon_21_8.png
102806,FNSB Tops St,PA,64.77585,-147.29715,2025-10-17 19:50:00,United States,2.4,1.5,2.2,1.4,2.1,1.4,1,0.7,4.2,70,984.8,1,2,2,1,1,2,icons/icon_21_1.png,icons/icon_21_2.png,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_2.png
265891,STA_PAF003,PA,57.04966,-135.33376,2025-10-17 19:50:00,Canada_Buffer,4.9,3.4,4.2,2.9,4.3,3,4.7,3.1,15.4,64.5,1009.8,5,4,5,3,3,3,icons/icon_21_5.png,icons/icon_21_4.png,icons/icon_21_5.png,icons/icon_21_3.png,icons/icon_21_3.png,icons/icon_21_3.png
6432,Mid Valley Hospital ,PA,48.396786,-119.54644,2025-10-17 20:00:00,United States,6.8,6.1,9.7,8.6,10,8.8,13.6,11.6,19.7,32.5,980.2,14,10,7,12,9,6,icons/icon_21_14.png,icons/icon_21_10.png,icons/icon_21_7.png,icons/icon_21_12.png,icons/icon_21_9.png,icons/icon_21_6.png
18533,W Davis,PA,64.82792,-147.80391,2025-10-17 20:00:00,United States,0,0,0,0,0,0,5.5,4.8,26.1,35,985.9,6,0,0,5,0,0,icons/icon_21_6.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_5.png,icons/icon_21_0.png,icons/icon_21_0.png
49911,Lehigh Mine - Background,PA,49.485962,-123.70489,2025-10-17 20:00:00,British Columbia,0.9,0.7,0.9,0.7,0.9,0.7,3.8,2.5,16.7,50,992.7,4,1,1,2,1,1,icons/icon_21_4.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_1.png
90491,AQSU-D684,PA,47.37507,-68.320404,2025-10-17 20:00:00,New Brunswick,4.1,3.3,2.2,1.8,2.1,1.7,2,1.4,12.2,50,992.4,2,2,4,1,2,3,icons/icon_21_2.png,icons/icon_21_2.png,icons/icon_21_4.png,icons/icon_21_1.png,icons/icon_21_2.png,icons/icon_21_3.png
267779,Chilson &amp; Grandriver,PA,42.597664,-83.90661,2025-10-17 20:00:00,Canada_Buffer,2,1.8,1.7,1.5,1.7,1.5,1.2,1.1,24.6,33.7,980,1,2,2,1,2,2,icons/icon_21_1.png,icons/icon_21_2.png,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_2.png,icons/icon_21_2.png
126679,FNSB Shady Ln.,PA,64.74824,-147.29878,2025-10-17 20:10:00,United States,6.1,4.3,6.1,4.3,1.5,1,0.2,0.1,5.6,63,985.7,0,6,6,0,4,4,icons/icon_21_0.png,icons/icon_21_6.png,icons/icon_21_6.png,icons/icon_21_0.png,icons/icon_21_4.png,icons/icon_21_4.png
203511,VTX-PortSusan,PA,48.10691,-122.325035,2025-10-17 20:20:00,United States,4.2,3.7,4.2,3.7,5,4.4,5.4,4.6,21.9,38,1006.7,5,4,4,5,4,4,icons/icon_21_5.png,icons/icon_21_4.png,icons/icon_21_4.png,icons/icon_21_5.png,icons/icon_21_4.png,icons/icon_21_4.png
107160,Drumheller - Town Hall,PA,51.465256,-112.70726,2025-10-17 20:30:00,Alberta,1.6,1.4,1.9,1.7,1.6,1.4,3.9,3.1,16.7,31.7,925,4,2,2,3,2,1,icons/icon_21_4.png,icons/icon_21_2.png,icons/icon_21_2.png,icons/icon_21_3.png,icons/icon_21_2.png,icons/icon_21_1.png
156643,AHS_Nobleford (AQSU-2726),PA,49.879803,-113.05574,2025-10-17 20:40:00,Alberta,32.6,20.9,37.6,24.1,18.9,12.2,18.1,14.2,5.8,99,896.9,18,38,33,14,24,21,icons/icon_21_18.png,icons/icon_21_38.png,icons/icon_21_33.png,icons/icon_21_14.png,icons/icon_21_24.png,icons/icon_21_21.png
179675,Site 085 - DOKK House,PA,51.007652,-118.20997,2025-10-17 20:40:00,British Columbia,0.3,0.3,0.3,0.3,0.8,0.7,5.7,4.5,30,18,960.5,6,0,0,4,0,0,icons/icon_21_6.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_4.png,icons/icon_21_0.png,icons/icon_21_0.png
217099,Ft Chip Health Centre,PA,58.714806,-111.15673,2025-10-17 20:40:00,Alberta,1.2,1,1.4,1.1,1.3,1,3.6,2.6,12.2,50.7,971.1,4,1,1,3,1,1,icons/icon_21_4.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_3.png,icons/icon_21_1.png,icons/icon_21_1.png
89933,WCAS_Mayerthorpe(AQSU-7963),PA,53.953537,-115.145706,2025-10-17 20:50:00,Alberta,0,0,0,0,0,0,1.1,1,11.7,35,921.8,1,0,0,1,0,0,icons/icon_21_1.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_1.png,icons/icon_21_0.png,icons/icon_21_0.png
130311,London-CDN,PA,43.007687,-81.27066,2025-10-17 20:50:00,Ontario,0,0,0,0,0,0,2.1,1.6,21.1,39,985.6,2,0,0,2,0,0,icons/icon_21_2.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_2.png,icons/icon_21_0.png,icons/icon_21_0.png
178265,Clay High School Courtyard,PA,41.65389,-83.41215,2025-10-17 20:50:00,United States,0.9,0.8,0.8,0.7,0.8,0.7,1.5,1.3,24.4,26,993.8,2,1,1,1,1,1,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_1.png
23791,Vide Way,PA,64.904526,-147.73097,2025-10-17 20:50:00,United States,4.5,3.1,3.4,2.3,2.8,1.9,1,0.7,5.6,66,976.8,1,3,4,1,2,3,icons/icon_21_1.png,icons/icon_21_3.png,icons/icon_21_4.png,icons/icon_21_1.png,icons/icon_21_2.png,icons/icon_21_3.png
93827,EAS-PA-016,PA,64.06619,-139.42834,2025-10-17 20:50:00,Yukon,0.1,0.1,0.1,0.1,0.1,0.1,4.8,3.1,3.9,66.7,963.4,5,0,0,3,0,0,icons/icon_21_5.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_3.png,icons/icon_21_0.png,icons/icon_21_0.png
219579,SLCN HC,PA,55.071262,-117.500885,2025-10-17 20:50:00,Alberta,0.8,0.6,0.7,0.5,0.8,0.6,1.1,0.9,,,,1,1,1,1,0,1,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_0.png,icons/icon_21_1.png
156555,AQSU-90AD,PA,49.925507,-56.222256,2025-10-17 21:00:00,Newfoundland and Labrador,2.1,1.3,4.2,2.6,3.2,2,2.7,1.7,8.3,100,1005.3,3,4,2,2,3,1,icons/icon_21_3.png,icons/icon_21_4.png,icons/icon_21_2.png,icons/icon_21_2.png,icons/icon_21_3.png,icons/icon_21_1.png
281128,Fourth Ave,PA,45.398827,-75.69614,2025-10-17 21:00:00,Ontario,0.5,0.4,0.5,0.4,0.4,0.3,0.6,0.5,15.3,39.5,1007.8,1,0,0,0,0,0,icons/icon_21_1.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png
182,"Jolly Brothers Road, Gabriola Island BC P1",PA,49.160076,-123.74227,2025-10-17 21:00:00,British Columbia,3.5,2.8,3.5,2.8,3.7,2.9,7,5,16.7,53,1015.5,7,4,4,5,3,3,icons/icon_21_7.png,icons/icon_21_4.png,icons/icon_21_4.png,icons/icon_21_5.png,icons/icon_21_3.png,icons/icon_21_3.png
286,Lasqueti Island,PA,49.48426,-124.266624,2025-10-17 21:00:00,British Columbia,1.3,0.8,1.2,0.8,1.3,0.8,3.6,2.3,17.8,100,1009.8,4,1,1,2,1,1,icons/icon_21_4.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_1.png
334,Moody Ave,PA,50.70089,-120.412575,2025-10-17 21:00:00,British Columbia,0.1,0.1,0.3,0.3,0.4,0.3,8.9,7,17.5,36,972.9,9,0,0,7,0,0,icons/icon_21_9.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_7.png,icons/icon_21_0.png,icons/icon_21_0.png
340,Ingram Road,PA,49.085133,-123.795074,2025-10-17 21:00:00,British Columbia,2.5,2.2,4.1,3.7,4,3.6,8.6,5.8,24.7,34.2,1015.8,9,4,2,6,4,2,icons/icon_21_9.png,icons/icon_21_4.png,icons/icon_21_2.png,icons/icon_21_6.png,icons/icon_21_4.png,icons/icon_21_2.png
344,Sylvan Crescent,PA,49.322437,-124.33304,2025-10-17 21:00:00,British Columbia,2.1,1.7,2.1,1.7,2.3,1.8,9.5,6.2,21.1,51,1014.2,10,2,2,6,2,2,icons/icon_21_10.png,icons/icon_21_2.png,icons/icon_21_2.png,icons/icon_21_6.png,icons/icon_21_2.png,icons/icon_21_2.png
387,Monmouth Drive P1,PA,50.65448,-120.34127,2025-10-17 21:00:00,British Columbia,16.4,13.9,17.1,13.9,18.9,13.9,23.7,18.1,18.3,43.3,944.1,24,17,16,18,14,14,icons/icon_21_24.png,icons/icon_21_17.png,icons/icon_21_16.png,icons/icon_21_18.png,icons/icon_21_14.png,icons/icon_21_14.png
828,"Acacia Street N Parksville,BC ",PA,49.322067,-124.33115,2025-10-17 21:00:00,British Columbia,1.8,1.6,2.1,1.9,2.5,2.2,11.1,8.5,25.3,30,1016.5,11,2,2,8,2,2,icons/icon_21_11.png,icons/icon_21_2.png,icons/icon_21_2.png,icons/icon_21_8.png,icons/icon_21_2.png,icons/icon_21_2.png
878,Hotel Galim,PA,49.701797,-124.97926,2025-10-17 21:00:00,British Columbia,2.4,2.1,3,2.6,3.2,2.6,11.2,7.3,24,36.5,1017.9,11,3,2,7,3,2,icons/icon_21_11.png,icons/icon_21_3.png,icons/icon_21_2.png,icons/icon_21_7.png,icons/icon_21_3.png,icons/icon_21_2.png
896,Chemainus Elementary,PA,48.930725,-123.73338,2025-10-17 21:00:00,British Columbia,4.9,4,4.1,3.3,4.1,3.3,7.8,5.7,17.6,48,1013.2,8,4,5,6,3,4,icons/icon_21_8.png,icons/icon_21_4.png,icons/icon_21_5.png,icons/icon_21_6.png,icons/icon_21_3.png,icons/icon_21_4.png
928,Cobble Hill El,PA,48.69273,-123.58976,2025-10-17 21:00:00,British Columbia,5.1,4.6,6.8,6.1,6.3,5.7,7.7,5.9,28,28.3,1004.5,8,7,5,6,6,5,icons/icon_21_8.png,icons/icon_21_7.png,icons/icon_21_5.png,icons/icon_21_6.png,icons/icon_21_6.png,icons/icon_21_5.png
930,Strathcona Terrace,PA,50.676712,-120.351395,2025-10-17 21:00:00,British Columbia,3.2,2.8,4.9,4.1,4.9,4.2,15.7,13,17.2,40,963.7,16,5,3,13,4,3,icons/icon_21_16.png,icons/icon_21_5.png,icons/icon_21_3.png,icons/icon_21_13.png,icons/icon_21_4.png,icons/icon_21_3.png
934,Glenmohr Drive,PA,50.645973,-120.38004,2025-10-17 21:00:00,British Columbia,6.1,5.5,3.3,3,2.2,1.9,2.6,2.3,16.7,31,687,3,3,6,2,3,6,icons/icon_21_3.png,icons/icon_21_3.png,icons/icon_21_6.png,icons/icon_21_2.png,icons/icon_21_3.png,icons/icon_21_6.png
966,Malahat FN,PA,48.613064,-123.523895,2025-10-17 21:00:00,British Columbia,4.4,3.9,5.1,4.3,5.6,4.5,7.6,5,30.4,32.8,,8,5,4,5,4,4,icons/icon_21_8.png,icons/icon_21_5.png,icons/icon_21_4.png,icons/icon_21_5.png,icons/icon_21_4.png,icons/icon_21_4.png
968,Honeymoon Bay CC,PA,48.81372,-124.17262,2025-10-17 21:00:00,British Columbia,4.4,3.6,4.9,4,6.2,4.9,2.7,1.9,19,47,998,3,5,4,2,4,4,icons/icon_21_3.png,icons/icon_21_5.png,icons/icon_21_4.png,icons/icon_21_2.png,icons/icon_21_4.png,icons/icon_21_4.png
1086,Madeira Park,PA,49.622463,-124.02543,2025-10-17 21:00:00,British Columbia,1.8,1.5,2,1.7,2.1,1.8,11.2,8.5,19.2,41.2,1017.6,11,2,2,8,2,2,icons/icon_21_11.png,icons/icon_21_2.png,icons/icon_21_2.png,icons/icon_21_8.png,icons/icon_21_2.png,icons/icon_21_2.png
1090,Nicola Street West,PA,50.67321,-120.34138,2025-10-17 21:00:00,British Columbia,2.8,2.4,3.7,3.2,4.9,4.1,11.9,9.5,18.1,38.5,968.3,12,4,3,10,3,2,icons/icon_21_12.png,icons/icon_21_4.png,icons/icon_21_3.png,icons/icon_21_10.png,icons/icon_21_3.png,icons/icon_21_2.png
1238,Lower East Hilliers,PA,49.308403,-124.47676,2025-10-17 21:00:00,British Columbia,3.9,3.3,3.7,3.1,3.5,3,13.6,10.3,18.2,43.5,1005.1,14,4,4,10,3,3,icons/icon_21_14.png,icons/icon_21_4.png,icons/icon_21_4.png,icons/icon_21_10.png,icons/icon_21_3.png,icons/icon_21_3.png
1248,UNBC-PA13,PA,53.911182,-122.732704,2025-10-17 21:00:00,British Columbia,0.1,0.1,0.2,0.2,0.2,0.2,2.1,1.7,15.6,35.2,945.1,2,0,0,2,0,0,icons/icon_21_2.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_2.png,icons/icon_21_0.png,icons/icon_21_0.png
1250,UNBC-PA15,PA,53.96459,-122.78269,2025-10-17 21:00:00,British Columbia,0,0,0,0,0,0,0.6,0.5,14.3,36,927.4,1,0,0,0,0,0,icons/icon_21_1.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png
1280,UNBC-PA20,PA,53.893547,-122.813866,2025-10-17 21:00:00,British Columbia,0,0,0.1,0.1,0.1,0.1,23.7,17.4,12.2,40,922,24,0,0,17,0,0,icons/icon_21_24.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_17.png,icons/icon_21_0.png,icons/icon_21_0.png
1284,UNBC-PA17,PA,53.929886,-122.80193,2025-10-17 21:00:00,British Columbia,0,0,0,0,0,0,2.9,2.4,16.1,33.7,941.9,3,0,0,2,0,0,icons/icon_21_3.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_2.png,icons/icon_21_0.png,icons/icon_21_0.png
1286,cleanairplan.ca-Hazelton-01,PA,55.255695,-127.67408,2025-10-17 21:00:00,British Columbia,1.5,1.3,1.6,1.3,1.8,1.5,1.9,1.5,16.1,42.3,986.3,2,2,2,2,1,1,icons/icon_21_2.png,icons/icon_21_2.png,icons/icon_21_2.png,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_1.png
1288,UNBC-PA18,PA,53.85699,-122.75565,2025-10-17 21:00:00,British Columbia,0,0,0,0,0,0,1.9,1.6,16.5,32,941.3,2,0,0,2,0,0,icons/icon_21_2.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_2.png,icons/icon_21_0.png,icons/icon_21_0.png
1290,UNBC-PA22,PA,53.913925,-122.76223,2025-10-17 21:00:00,British Columbia,0.2,0.2,0.2,0.2,0.2,0.2,2.6,2.2,15,34,943.9,3,0,0,2,0,0,icons/icon_21_3.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_2.png,icons/icon_21_0.png,icons/icon_21_0.png
1302,Terrace Hill,PA,49.93197,-119.44322,2025-10-17 21:00:00,British Columbia,4.2,3.4,3.6,2.9,2.5,1.9,6.8,5.8,15,49.8,962.2,7,4,4,6,3,3,icons/icon_21_7.png,icons/icon_21_4.png,icons/icon_21_4.png,icons/icon_21_6.png,icons/icon_21_3.png,icons/icon_21_3.png
1314,East Porpoise Bay - Sechelt BC Canada,PA,49.489132,-123.75001,2025-10-17 21:00:00,British Columbia,2,1.7,1.6,1.4,1.8,1.5,14.3,10.3,21.1,40.5,1017.3,14,2,2,10,1,2,icons/icon_21_14.png,icons/icon_21_2.png,icons/icon_21_2.png,icons/icon_21_10.png,icons/icon_21_1.png,icons/icon_21_2.png
1324,Robson Drive,PA,50.64985,-120.34859,2025-10-17 21:00:00,British Columbia,3.1,2.5,3,2.5,3.5,2.8,5.6,4.5,,,,6,3,3,4,2,2,icons/icon_21_6.png,icons/icon_21_3.png,icons/icon_21_3.png,icons/icon_21_4.png,icons/icon_21_2.png,icons/icon_21_2.png
1382,Nicola Street,PA,50.672516,-120.33783,2025-10-17 21:00:00,British Columbia,3.8,3.3,4.6,4,5.9,4.9,14.7,11.6,17.6,38.5,968.7,15,5,4,12,4,3,icons/icon_21_15.png,icons/icon_21_5.png,icons/icon_21_4.png,icons/icon_21_12.png,icons/icon_21_4.png,icons/icon_21_3.png
1392,Cathedral Court,PA,50.650223,-120.3493,2025-10-17 21:00:00,British Columbia,,,,,,,,,14.7,43.5,934.1,,,,,,,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png,icons/icon_21_-.png
2338,Thetis Island,PA,48.987545,-123.67928,2025-10-17 21:00:00,British Columbia,1.8,1.5,2,1.7,1.6,1.4,3.7,2.6,18.9,42,1013.7,4,2,2,3,2,2,icons/icon_21_4.png,icons/icon_21_2.png,icons/icon_21_2.png,icons/icon_21_3.png,icons/icon_21_2.png,icons/icon_21_2.png
2470,"Hyde Park, VT",PA,44.602146,-72.62728,2025-10-17 21:00:00,United States,0,0,0,0,0,0,0.3,0.2,16.1,39,993.2,0,0,0,0,0,0,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png
2739,Jack's Barn,PA,42.26473,-83.723976,2025-10-17 21:00:00,United States,0.9,0.8,1.2,1.1,1,1,1.5,1.2,23.9,29,981.9,2,1,1,1,1,1,icons/icon_21_2.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_1.png
3071,Ranch des Iris,PA,45.581406,-73.8959,2025-10-17 21:00:00,Quebec,0.9,0.8,1,0.9,0.9,0.8,0.7,0.6,18.1,29,1010.8,1,1,1,1,1,1,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_1.png,icons/icon_21_1.png
3115,Uplands2,PA,49.796337,-119.52191,2025-10-17 21:00:00,British Columbia,0.2,0.2,0.3,0.2,0.2,0.2,11.2,9.8,14,50.5,965.8,11,0,0,10,0,0,icons/icon_21_11.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_10.png,icons/icon_21_0.png,icons/icon_21_0.png
3257,"Newhalem, WA ",PA,48.671757,-121.25049,2025-10-17 21:00:00,United States,5.1,3.9,4.9,3.8,4.8,3.7,2.8,2.1,15.4,56.3,1000.6,3,5,5,2,4,4,icons/icon_21_3.png,icons/icon_21_5.png,icons/icon_21_5.png,icons/icon_21_2.png,icons/icon_21_4.png,icons/icon_21_4.png
3285,"Hambden, Ohio",PA,41.641,-81.179,2025-10-17 21:00:00,United States,0,0,0,0,0,0,0.1,0.1,21.9,32.3,973.6,0,0,0,0,0,0,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png
3394,Northridge,PA,48.164513,-122.267914,2025-10-17 21:00:00,United States,5.7,4.3,5.9,4.3,6.3,4.4,7,4.8,,57.7,,7,6,6,5,4,4,icons/icon_21_7.png,icons/icon_21_6.png,icons/icon_21_6.png,icons/icon_21_5.png,icons/icon_21_4.png,icons/icon_21_4.png
3507,Sointula Canada,PA,50.631523,-127.02079,2025-10-17 21:00:00,British Columbia,2.6,1.9,5.1,3.8,3.8,2.9,11.2,7.4,16.7,59.3,1020.2,11,5,3,7,4,2,icons/icon_21_11.png,icons/icon_21_5.png,icons/icon_21_3.png,icons/icon_21_7.png,icons/icon_21_4.png,icons/icon_21_2.png
3533,Fraser MI,PA,42.53817,-82.93374,2025-10-17 21:00:00,United States,0.1,0.1,0,0,0,0,1.1,0.8,24.4,30,990.6,1,0,0,1,0,0,icons/icon_21_1.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_1.png,icons/icon_21_0.png,icons/icon_21_0.png
4123,"Bainsville, Ontario, Canada",PA,45.18045,-74.41148,2025-10-17 21:00:00,Ontario,0,0,0,0,0,0,0.1,0.1,17.8,30,1010.1,0,0,0,0,0,0,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_0.png
4327,Didsbury,PA,51.667637,-114.12493,2025-10-17 21:00:00,Alberta,0.4,0.4,0.4,0.3,0.3,0.3,0.9,0.8,14.4,24,890.6,1,0,0,1,0,0,icons/icon_21_1.png,icons/icon_21_0.png,icons/icon_21_0.png,icons/icon_21_1.png,icons/icon_21_0.png,icons/icon_21_0.png
