id,accidentDate,year,timeOfKill,nearestTown,species,sex,age,quantity,latitude,longitude,serviceArea,dataSet,sourceFile
81749,1978-10-01,1978,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.944754,-122.455181,19,Old - Historical,1978_1988
81750,1978-10-01,1978,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.040221,-122.759453,19,Old - Historical,1978_1988
81751,1978-11-01,1978,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.81749,-123.050721,19,Old - Historical,1978_1988
81753,1978-11-01,1978,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.13868,-122.630545,19,Old - Historical,1978_1988
81755,1978-12-01,1978,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,YOUNG,1,53.864324,-123.250187,19,Old - Historical,1978_1988
81758,1978-12-01,1978,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.848003,-123.197394,19,Old - Historical,1978_1988
79124,1979-02-01,1979,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,UNKNOWN,1,53.015513,-122.495015,18,Old - Historical,1978_1988
81759,1979-04-01,1979,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.409108,-122.64102,19,Old - Historical,1978_1988
81764,1979-12-01,1979,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.877953,-122.248898,19,Old - Historical,1978_1988
81765,1979-12-01,1979,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,ADULT,2,53.89341,-122.295712,19,Old - Historical,1978_1988
81766,1979-12-01,1979,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.891546,-122.094202,19,Old - Historical,1978_1988
81768,1979-12-01,1979,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.939779,-122.424993,19,Old - Historical,1978_1988
81769,1979-12-01,1979,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.91717,-122.359508,19,Old - Historical,1978_1988
81770,1979-12-01,1979,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.939779,-122.424993,19,Old - Historical,1978_1988
81773,1979-12-01,1979,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.880014,-122.233938,19,Old - Historical,1978_1988
81777,1980-02-01,1980,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.91305556,-122.7452778,19,Old - Historical,1978_1988
81781,1980-06-01,1980,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.816557,-122.899619,19,Old - Historical,1978_1988
81782,1980-06-01,1980,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.922261,-122.373316,19,Old - Historical,1978_1988
81783,1980-06-01,1980,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.914695,-122.352799,19,Old - Historical,1978_1988
81784,1982-06-01,1982,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.942382,-122.440681,19,Old - Historical,1978_1988
81786,1982-07-01,1982,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.91305556,-122.7452778,19,Old - Historical,1978_1988
81787,1982-07-01,1982,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.827474,-122.857647,19,Old - Historical,1978_1988
81792,1982-08-01,1982,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.809326,-122.939047,19,Old - Historical,1978_1988
81793,1982-09-01,1982,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.906963,-122.331921,19,Old - Historical,1978_1988
81794,1982-09-01,1982,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.875567,-123.395648,19,Old - Historical,1978_1988
81795,1982-10-01,1982,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.866665,-123.353388,19,Old - Historical,1978_1988
81797,1982-12-01,1982,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.016013,-122.793576,19,Old - Historical,1978_1988
81798,1982-12-01,1982,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.922261,-122.373316,19,Old - Historical,1978_1988
81800,1982-12-01,1982,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.275817,-122.627312,19,Old - Historical,1978_1988
81807,1983-01-01,1983,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.878642,-122.275955,19,Old - Historical,1978_1988
81810,1983-01-01,1983,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.836215,-122.838105,19,Old - Historical,1978_1988
81812,1983-01-01,1983,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.906963,-122.331921,19,Old - Historical,1978_1988
81813,1983-01-01,1983,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.911649,-122.344543,19,Old - Historical,1978_1988
81814,1983-01-01,1983,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.897457,-122.306115,19,Old - Historical,1978_1988
81815,1983-01-01,1983,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.907039,-122.679461,19,Old - Historical,1978_1988
81816,1983-03-01,1983,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.91305556,-122.7452778,19,Old - Historical,1978_1988
81817,1983-04-01,1983,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,YOUNG,1,53.820788,-122.881459,19,Old - Historical,1978_1988
81821,1983-06-01,1983,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.90341,-122.322232,19,Old - Historical,1978_1988
81822,1983-07-01,1983,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.891894,-122.749427,19,Old - Historical,1978_1988
81823,1983-07-01,1983,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.833707,-123.142362,19,Old - Historical,1978_1988
81824,1983-08-01,1983,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.838362,-122.835898,19,Old - Historical,1978_1988
81825,1983-08-01,1983,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.927296,-122.615503,19,Old - Historical,1978_1988
93871,1983-08-01,1983,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.013905,-124.00909,23,Old - Historical,1978_1988
81827,1983-09-01,1983,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.944754,-122.455181,19,Old - Historical,1978_1988
81828,1983-10-01,1983,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.907039,-122.679461,19,Old - Historical,1978_1988
81829,1983-10-01,1983,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.275817,-122.627312,19,Old - Historical,1978_1988
81834,1983-12-01,1983,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.944493,-122.509063,19,Old - Historical,1978_1988
81835,1983-12-01,1983,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.09844,-122.674857,19,Old - Historical,1978_1988
81838,1983-12-01,1983,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,2,53.906963,-122.331921,19,Old - Historical,1978_1988
81839,1983-12-01,1983,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.906963,-122.331921,19,Old - Historical,1978_1988
81840,1984-01-01,1984,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.907039,-122.679461,19,Old - Historical,1978_1988
81841,1984-01-01,1984,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.922261,-122.373316,19,Old - Historical,1978_1988
81843,1984-01-01,1984,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.906963,-122.331921,19,Old - Historical,1978_1988
81845,1984-01-01,1984,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.906963,-122.331921,19,Old - Historical,1978_1988
81847,1984-01-01,1984,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.906963,-122.331921,19,Old - Historical,1978_1988
81848,1984-02-01,1984,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.89744,-122.768243,19,Old - Historical,1978_1988
81850,1984-11-01,1984,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.91305556,-122.7452778,19,Old - Historical,1978_1988
81858,1985-01-01,1985,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.233742,-122.605592,19,Old - Historical,1978_1988
81861,1985-01-01,1985,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.506152,-122.693439,19,Old - Historical,1978_1988
81863,1985-01-01,1985,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.357803,-122.648081,19,Old - Historical,1978_1988
81866,1985-02-01,1985,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.317632,-122.634124,19,Old - Historical,1978_1988
81867,1985-02-01,1985,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.484941,-122.67674,19,Old - Historical,1978_1988
81868,1985-02-01,1985,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.057581,-122.734778,19,Old - Historical,1978_1988
81869,1985-11-01,1985,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.22501,-122.604962,19,Old - Historical,1978_1988
81872,1985-11-01,1985,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,ADULT,1,54.444493,-122.645925,19,Old - Historical,1978_1988
81873,1985-11-01,1985,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,YOUNG,1,54.22501,-122.604962,19,Old - Historical,1978_1988
81874,1985-12-01,1985,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,ADULT,1,53.928372,-122.779774,19,Old - Historical,1978_1988
81875,1985-12-01,1985,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.91305556,-122.7452778,19,Old - Historical,1978_1988
93874,1985-12-01,1985,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,2,54.013905,-124.00909,23,Old - Historical,1978_1988
93875,1985-12-01,1985,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.013905,-124.00909,23,Old - Historical,1978_1988
81881,1986-01-01,1986,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,2,53.883412,-122.141359,19,Old - Historical,1978_1988
81882,1986-01-01,1986,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.882651,-122.172,19,Old - Historical,1978_1988
81883,1986-03-01,1986,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.838362,-122.835898,19,Old - Historical,1978_1988
79228,1986-05-01,1986,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,YOUNG,1,53.015513,-122.495015,18,Old - Historical,1978_1988
81884,1986-05-01,1986,UNKNOWN,PRINCE GEORGE,Bear,UNKNOWN,UNKNOWN,1,53.897342,-122.768002,19,Old - Historical,1978_1988
81885,1986-05-01,1986,UNKNOWN,PRINCE GEORGE,Bear,UNKNOWN,YOUNG,1,53.907039,-122.679461,19,Old - Historical,1978_1988
81886,1986-06-01,1986,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.906963,-122.331921,19,Old - Historical,1978_1988
81887,1986-06-01,1986,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.881755,-122.21499,19,Old - Historical,1978_1988
81888,1986-06-01,1986,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.09844,-122.674857,19,Old - Historical,1978_1988
81889,1986-06-01,1986,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,UNKNOWN,1,53.897342,-122.768002,19,Old - Historical,1978_1988
81890,1986-06-01,1986,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,UNKNOWN,1,53.89744,-122.768243,19,Old - Historical,1978_1988
81891,1986-06-01,1986,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.866896,-123.354234,19,Old - Historical,1978_1988
81892,1986-06-01,1986,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.906963,-122.331921,19,Old - Historical,1978_1988
79230,1986-07-01,1986,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.015513,-122.495015,18,Old - Historical,1978_1988
81893,1986-07-01,1986,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.881755,-122.21499,19,Old - Historical,1978_1988
81894,1986-07-01,1986,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.899761,-121.937215,19,Old - Historical,1978_1988
81895,1986-07-01,1986,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.906963,-122.331921,19,Old - Historical,1978_1988
81896,1986-07-01,1986,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.906963,-122.331921,19,Old - Historical,1978_1988
81897,1986-07-01,1986,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.82414,-122.662756,19,Old - Historical,1978_1988
81898,1986-07-01,1986,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,UNKNOWN,1,53.657524,-122.677348,19,Old - Historical,1978_1988
81899,1986-07-01,1986,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.906963,-122.331921,19,Old - Historical,1978_1988
81900,1986-08-01,1986,UNKNOWN,PRINCE GEORGE,Bear,UNKNOWN,UNKNOWN,1,53.907039,-122.679461,19,Old - Historical,1978_1988
81902,1986-08-01,1986,UNKNOWN,PRINCE GEORGE,Bear,UNKNOWN,UNKNOWN,1,53.818288,-123.080482,19,Old - Historical,1978_1988
81903,1986-08-01,1986,UNKNOWN,PRINCE GEORGE,Bear,UNKNOWN,UNKNOWN,1,54.09817,-122.676145,19,Old - Historical,1978_1988
81905,1986-09-01,1986,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.884915,-122.284072,19,Old - Historical,1978_1988
81907,1986-09-01,1986,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,UNKNOWN,1,53.821915,-122.877466,19,Old - Historical,1978_1988
81909,1986-09-01,1986,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.924212,-122.378608,19,Old - Historical,1978_1988
81915,1986-11-01,1986,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.902219,-122.319008,19,Old - Historical,1978_1988
81918,1986-11-01,1986,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,YOUNG,1,53.91305556,-122.7452778,19,Old - Historical,1978_1988
81919,1986-12-01,1986,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.128771,-122.637807,19,Old - Historical,1978_1988
81920,1986-12-01,1986,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,YOUNG,1,53.944765,-122.455051,19,Old - Historical,1978_1988
81921,1986-12-01,1986,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,ADULT,1,54.207162,-122.603343,19,Old - Historical,1978_1988
81923,1986-12-01,1986,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,YOUNG,1,54.163329,-122.612403,19,Old - Historical,1978_1988
81927,1986-12-01,1986,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,ADULT,2,53.93553,-122.562012,19,Old - Historical,1978_1988
81928,1987-01-01,1987,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.91305556,-122.7452778,19,Old - Historical,1978_1988
81931,1987-01-01,1987,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.91305556,-122.7452778,19,Old - Historical,1978_1988
81932,1987-01-01,1987,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.924212,-122.378608,19,Old - Historical,1978_1988
81933,1987-01-01,1987,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.798638,-122.656305,19,Old - Historical,1978_1988
81935,1987-01-01,1987,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.927296,-122.615503,19,Old - Historical,1978_1988
81941,1987-03-01,1987,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.938049,-122.547394,19,Old - Historical,1978_1988
81943,1987-04-01,1987,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.200125,-122.603398,19,Old - Historical,1978_1988
81944,1987-04-01,1987,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,UNKNOWN,1,53.91305556,-122.7452778,19,Old - Historical,1978_1988
81945,1987-05-01,1987,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.876972,-122.256006,19,Old - Historical,1978_1988
81946,1987-05-01,1987,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.91305556,-122.7452778,19,Old - Historical,1978_1988
81947,1987-05-01,1987,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,YOUNG,1,53.91305556,-122.7452778,19,Old - Historical,1978_1988
81948,1987-06-01,1987,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.894478,-121.960829,19,Old - Historical,1978_1988
81950,1987-06-01,1987,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.917386,-121.872769,19,Old - Historical,1978_1988
81952,1987-07-01,1987,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.900552,-122.314496,19,Old - Historical,1978_1988
81953,1987-07-01,1987,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.91305556,-122.7452778,19,Old - Historical,1978_1988
81956,1987-07-01,1987,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,UNKNOWN,1,53.827474,-122.857647,19,Old - Historical,1978_1988
81957,1987-07-01,1987,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,ADULT,1,53.882651,-122.172,19,Old - Historical,1978_1988
81958,1987-07-01,1987,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.938049,-122.547394,19,Old - Historical,1978_1988
81959,1987-07-01,1987,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.866257,-123.29253,19,Old - Historical,1978_1988
81960,1987-08-01,1987,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.938049,-122.547394,19,Old - Historical,1978_1988
81961,1987-08-01,1987,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.840676,-123.170376,19,Old - Historical,1978_1988
81962,1987-08-01,1987,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,UNKNOWN,1,53.938049,-122.547394,19,Old - Historical,1978_1988
81964,1987-08-01,1987,UNKNOWN,PRINCE GEORGE,Bear,UNKNOWN,YOUNG,1,53.971004,-122.767955,19,Old - Historical,1978_1988
81965,1987-08-01,1987,UNKNOWN,PRINCE GEORGE,Bear,UNKNOWN,YOUNG,1,53.971004,-122.767955,19,Old - Historical,1978_1988
81966,1987-09-01,1987,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.938049,-122.547394,19,Old - Historical,1978_1988
81968,1987-11-01,1987,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.907039,-122.679461,19,Old - Historical,1978_1988
81969,1987-12-01,1987,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,YOUNG,1,53.91305556,-122.7452778,19,Old - Historical,1978_1988
81970,1987-12-01,1987,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.199856,-122.603398,19,Old - Historical,1978_1988
81971,1987-12-01,1987,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.808848,-122.94245,19,Old - Historical,1978_1988
81974,1988-01-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,YOUNG,1,54.092113,-122.687027,19,Old - Historical,1988_1998
81974,1988-01-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,YOUNG,1,54.092113,-122.687027,19,Old - Historical,1978_1988
81975,1988-01-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.907039,-122.679461,19,Old - Historical,1988_1998
81975,1988-01-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.907039,-122.679461,19,Old - Historical,1978_1988
81976,1988-01-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.907039,-122.679461,19,Old - Historical,1988_1998
81976,1988-01-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.907039,-122.679461,19,Old - Historical,1978_1988
81978,1988-01-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,YOUNG,1,53.88174,-122.214829,19,Old - Historical,1988_1998
81978,1988-01-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,YOUNG,1,53.88174,-122.214829,19,Old - Historical,1978_1988
81981,1988-01-01,1988,UNKNOWN,PRINCE GEORGE,Wolf,UNKNOWN,UNKNOWN,1,53.906963,-122.331921,19,Old - Historical,1988_1998
81981,1988-01-01,1988,UNKNOWN,PRINCE GEORGE,Wolf,UNKNOWN,UNKNOWN,1,53.906963,-122.331921,19,Old - Historical,1978_1988
81982,1988-02-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.881298,-122.224606,19,Old - Historical,1988_1998
81982,1988-02-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.881298,-122.224606,19,Old - Historical,1978_1988
81983,1988-02-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.876932,-122.272637,19,Old - Historical,1988_1998
81983,1988-02-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.876932,-122.272637,19,Old - Historical,1978_1988
81984,1988-02-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.906963,-122.331921,19,Old - Historical,1988_1998
81984,1988-02-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.906963,-122.331921,19,Old - Historical,1978_1988
81986,1988-02-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,YOUNG,1,53.907039,-122.679461,19,Old - Historical,1988_1998
81986,1988-02-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,YOUNG,1,53.907039,-122.679461,19,Old - Historical,1978_1988
81987,1988-02-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,YOUNG,1,53.907039,-122.679461,19,Old - Historical,1988_1998
81987,1988-02-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,YOUNG,1,53.907039,-122.679461,19,Old - Historical,1978_1988
81989,1988-03-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.907039,-122.679461,19,Old - Historical,1988_1998
81989,1988-03-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.907039,-122.679461,19,Old - Historical,1978_1988
81991,1988-04-01,1988,UNKNOWN,PRINCE GEORGE,Beaver,UNKNOWN,UNKNOWN,1,53.809088,-123.012341,19,Old - Historical,1988_1998
81991,1988-04-01,1988,UNKNOWN,PRINCE GEORGE,Beaver,UNKNOWN,UNKNOWN,1,53.809088,-123.012341,19,Old - Historical,1978_1988
81993,1988-04-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.899243,-122.001279,19,Old - Historical,1988_1998
81993,1988-04-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.899243,-122.001279,19,Old - Historical,1978_1988
81994,1988-04-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.89744,-122.768243,19,Old - Historical,1988_1998
81994,1988-04-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.89744,-122.768243,19,Old - Historical,1978_1988
81995,1988-05-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,ADULT,1,54.146919,-122.624483,19,Old - Historical,1988_1998
81995,1988-05-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,ADULT,1,54.146919,-122.624483,19,Old - Historical,1978_1988
81997,1988-05-01,1988,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,UNKNOWN,1,53.826454,-123.113237,19,Old - Historical,1988_1998
81997,1988-05-01,1988,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,UNKNOWN,1,53.826454,-123.113237,19,Old - Historical,1978_1988
81999,1988-06-01,1988,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,UNKNOWN,1,53.926808,-122.603465,19,Old - Historical,1988_1998
81999,1988-06-01,1988,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,UNKNOWN,1,53.926808,-122.603465,19,Old - Historical,1978_1988
82000,1988-06-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.233742,-122.605592,19,Old - Historical,1988_1998
82000,1988-06-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.233742,-122.605592,19,Old - Historical,1978_1988
82001,1988-06-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.189602,-122.608048,19,Old - Historical,1988_1998
82001,1988-06-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.189602,-122.608048,19,Old - Historical,1978_1988
82002,1988-06-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.938049,-122.547394,19,Old - Historical,1988_1998
82002,1988-06-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.938049,-122.547394,19,Old - Historical,1978_1988
82003,1988-06-01,1988,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.804922,-122.656357,19,Old - Historical,1988_1998
