id,accidentDate,year,timeOfKill,nearestTown,species,sex,age,quantity,latitude,longitude,serviceArea,dataSet,sourceFile
82432,1995-04-01,1995,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,ADULT,1,53.91305556,-122.7452778,19,Old - Historical,1988_1998
82433,1995-04-01,1995,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,ADULT,1,53.91305556,-122.7452778,19,Old - Historical,1988_1998
82434,1995-05-01,1995,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,ADULT,1,53.91305556,-122.7452778,19,Old - Historical,1988_1998
82435,1995-05-01,1995,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,ADULT,1,53.842386,-123.177252,19,Old - Historical,1988_1998
82436,1995-05-01,1995,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,ADULT,1,54.083075,-122.697238,19,Old - Historical,1988_1998
82442,1995-06-01,1995,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,ADULT,1,53.82372,-122.871069,19,Old - Historical,1988_1998
82443,1995-06-01,1995,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,ADULT,1,53.934497,-122.568005,19,Old - Historical,1988_1998
82444,1995-06-01,1995,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,YOUNG,1,53.81749,-123.050721,19,Old - Historical,1988_1998
82445,1995-06-01,1995,UNKNOWN,PRINCE GEORGE,Bear,UNKNOWN,ADULT,1,53.897814,-122.083725,19,Old - Historical,1988_1998
82446,1995-06-01,1995,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,ADULT,1,53.895744,-121.953531,19,Old - Historical,1988_1998
82447,1995-06-01,1995,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,ADULT,1,53.9032,-121.699343,19,Old - Historical,1988_1998
82452,1995-08-01,1995,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,ADULT,1,53.8684,-123.36935,19,Old - Historical,1988_1998
82453,1995-08-01,1995,UNKNOWN,PRINCE GEORGE,Coyote,UNKNOWN,YOUNG,1,53.925843,-122.641248,19,Old - Historical,1988_1998
82454,1995-08-01,1995,UNKNOWN,PRINCE GEORGE,Porcupine,UNKNOWN,UNKNOWN,1,53.911411,-122.343898,19,Old - Historical,1988_1998
82455,1995-08-01,1995,UNKNOWN,PRINCE GEORGE,Coyote,UNKNOWN,UNKNOWN,1,53.981042,-122.775748,19,Old - Historical,1988_1998
82456,1995-08-01,1995,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,ADULT,1,54.24391586,-122.611442,19,Old - Historical,1988_1998
82467,1995-10-01,1995,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,ADULT,1,53.83083,-123.130802,19,Old - Historical,1988_1998
82468,1995-10-01,1995,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,ADULT,1,53.868953,-122.78045,19,Old - Historical,1988_1998
82469,1995-10-01,1995,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,ADULT,1,53.927217,-122.60921,19,Old - Historical,1988_1998
82470,1995-10-01,1995,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,ADULT,1,53.918175,-121.753229,19,Old - Historical,1988_1998
82471,1995-10-01,1995,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,ADULT,1,54.146919,-122.624483,19,Old - Historical,1988_1998
82495,1995-12-01,1995,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.838202,-123.160431,19,Old - Historical,1988_1998
82496,1995-12-01,1995,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.164878,-122.611237,19,Old - Historical,1988_1998
82497,1995-12-01,1995,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,YOUNG,1,53.875567,-123.395648,19,Old - Historical,1988_1998
82498,1995-12-01,1995,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.877275,-122.20897,19,Old - Historical,1988_1998
82499,1995-12-01,1995,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.881129,-123.410025,19,Old - Historical,1988_1998
82500,1995-12-01,1995,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.881129,-123.410025,19,Old - Historical,1988_1998
82501,1995-12-01,1995,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.788942,-122.656252,19,Old - Historical,1988_1998
82502,1995-12-01,1995,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.867066,-123.323417,19,Old - Historical,1988_1998
82503,1995-12-01,1995,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.842913,-122.693325,19,Old - Historical,1988_1998
82504,1995-12-01,1995,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.893232,-122.29537,19,Old - Historical,1988_1998
87968,1995-12-01,1995,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,55.136229,-122.850749,21,Old - Historical,1988_1998
82509,1996-02-01,1996,UNKNOWN,PRINCE GEORGE,Coyote,UNKNOWN,UNKNOWN,1,53.93824,-122.759776,19,Old - Historical,1988_1998
82510,1996-02-01,1996,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.842913,-122.693325,19,Old - Historical,1988_1998
82511,1996-02-01,1996,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.147382,-122.624143,19,Old - Historical,1988_1998
82516,1996-02-01,1996,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.880866,-122.180577,19,Old - Historical,1988_1998
82517,1996-02-01,1996,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.817568,-123.07108,19,Old - Historical,1988_1998
82518,1996-03-01,1996,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,UNKNOWN,1,53.87678,-122.736316,19,Old - Historical,1988_1998
82519,1996-03-01,1996,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.864809,-122.792552,19,Old - Historical,1988_1998
82520,1996-04-01,1996,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.876932,-122.272637,19,Old - Historical,1988_1998
82521,1996-04-01,1996,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,UNKNOWN,1,53.866257,-123.29253,19,Old - Historical,1988_1998
82525,1997-01-01,1997,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,ADULT,1,53.881917,-122.215528,19,Old - Historical,1988_1998
82526,1997-01-01,1997,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,ADULT,1,53.881917,-122.215528,19,Old - Historical,1988_1998
82527,1997-01-01,1997,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,YOUNG,1,53.885545,-122.284918,19,Old - Historical,1988_1998
82528,1997-01-01,1997,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,ADULT,1,53.883509,-122.149113,19,Old - Historical,1988_1998
82529,1997-01-01,1997,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.916387,-121.795146,19,Old - Historical,1988_1998
82530,1997-01-01,1997,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.850534,-121.455707,19,Old - Historical,1988_1998
82531,1997-01-01,1997,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.803956,-121.319531,19,Old - Historical,1988_1998
82533,1997-01-01,1997,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.0149,-122.486605,19,Old - Historical,1988_1998
82534,1997-01-01,1997,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.742886,-122.655913,19,Old - Historical,1988_1998
82535,1997-01-01,1997,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,YOUNG,1,54.093041,-122.686034,19,Old - Historical,1988_1998
82536,1997-02-01,1997,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,UNKNOWN,1,53.829518,-121.382682,19,Old - Historical,1988_1998
80172,2001-05-01,2001,UNKNOWN,prince george,Deer,UNKNOWN,ADULT,1,53.018601,-122.49494,18,Old - Historical,1998_2008
82738,2002-01-01,2002,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.81996,-121.352679,19,Old - Historical,1998_2008
82739,2002-01-01,2002,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.85382,-121.469686,19,Old - Historical,1998_2008
82746,2002-01-12,2002,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.81996,-121.352679,19,Old - Historical,1998_2008
82747,2002-01-12,2002,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.85382,-121.469686,19,Old - Historical,1998_2008
82748,2002-02-11,2002,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.878832,-122.24253,19,Old - Historical,1998_2008
82749,2002-05-01,2002,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,UNKNOWN,1,53.836721,-122.683157,19,Old - Historical,1998_2008
82750,2002-06-17,2002,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.81749,-123.050721,19,Old - Historical,1998_2008
82751,2002-06-26,2002,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,UNKNOWN,1,53.842174,-123.1764,19,Old - Historical,1998_2008
82752,2002-06-30,2002,UNKNOWN,PRINCE GEORGE,Fox,UNKNOWN,UNKNOWN,1,53.809035,-122.94112,19,Old - Historical,1998_2008
82753,2002-07-10,2002,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.022301,-122.784694,19,Old - Historical,1998_2008
82754,2002-07-11,2002,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.909078,-122.337578,19,Old - Historical,1998_2008
82755,2002-07-16,2002,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.625972,-122.703166,19,Old - Historical,1998_2008
82756,2002-07-22,2002,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,UNKNOWN,1,53.84336072,-123.1811448,19,Old - Historical,1998_2008
82757,2002-08-12,2002,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.866491,-123.328163,19,Old - Historical,1998_2008
82758,2002-08-13,2002,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.861358,-123.231271,19,Old - Historical,1998_2008
82759,2002-08-16,2002,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.808854,-122.98486,19,Old - Historical,1998_2008
82760,2002-08-26,2002,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,UNKNOWN,1,53.817484,-123.049506,19,Old - Historical,1998_2008
82761,2002-10-09,2002,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.832557,-122.676454,19,Old - Historical,1998_2008
82762,2002-10-29,2002,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,UNKNOWN,1,53.821569,-123.093639,19,Old - Historical,1998_2008
82763,2002-10-29,2002,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,2,53.507507,-122.99289,19,Old - Historical,1998_2008
82764,2002-11-06,2002,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,UNKNOWN,1,53.823956,-123.103214,19,Old - Historical,1998_2008
82765,2002-12-01,2002,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,UNKNOWN,1,53.906928,-122.707426,19,Old - Historical,1998_2008
82766,2002-12-08,2002,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.776193,-122.656167,19,Old - Historical,1998_2008
82767,2002-12-31,2002,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.829455,-122.850728,19,Old - Historical,1998_2008
82787,2004-05-26,2004,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.91305556,-122.7452778,19,Old - Historical,1998_2008
82786,2004-05-27,2004,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,UNKNOWN,1,54.061357,-122.72823,19,Old - Historical,1998_2008
82788,2004-05-31,2004,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.91305556,-122.7452778,19,Old - Historical,1998_2008
82799,2004-07-03,2004,UNKNOWN,PRINCE GEORGE,Bear,UNKNOWN,UNKNOWN,1,53.86619,-123.29014,19,Old - Historical,1998_2008
82800,2004-07-04,2004,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.817496,-123.052241,19,Old - Historical,1998_2008
82797,2004-07-08,2004,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.829315,-123.124718,19,Old - Historical,1998_2008
82793,2004-07-09,2004,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.916619,-121.738081,19,Old - Historical,1998_2008
82798,2004-07-17,2004,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.866478,-123.352556,19,Old - Historical,1998_2008
82796,2004-07-18,2004,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,UNKNOWN,1,53.94617,-122.762544,19,Old - Historical,1998_2008
82795,2004-07-20,2004,UNKNOWN,PRINCE GEORGE,Bear,UNKNOWN,UNKNOWN,1,53.753323,-121.197946,19,Old - Historical,1998_2008
82812,2004-10-15,2004,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.918094,-121.870043,19,Old - Historical,1998_2008
82813,2004-10-22,2004,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.916943,-121.741231,19,Old - Historical,1998_2008
82822,2004-11-02,2004,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,54.250093,-122.618484,19,Old - Historical,1998_2008
82814,2004-11-06,2004,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.918609,-121.776054,19,Old - Historical,1998_2008
82815,2004-11-19,2004,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.900281,-122.013798,19,Old - Historical,1998_2008
82816,2004-11-22,2004,UNKNOWN,PRINCE GEORGE,Deer,UNKNOWN,UNKNOWN,1,53.716127,-121.11154,19,Old - Historical,1998_2008
82834,2004-12-08,2004,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.802958,-121.313698,19,Old - Historical,1998_2008
82835,2004-12-09,2004,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.772755,-121.231754,19,Old - Historical,1998_2008
82836,2004-12-10,2004,UNKNOWN,PRINCE GEORGE,Moose,UNKNOWN,UNKNOWN,1,53.854246,-121.47247,19,Old - Historical,1998_2008
82844,2005-01-03,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.88044582,-122.2783136,19,Old - Historical,1998_2008
82843,2005-01-10,2005,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,53.660842,-120.892541,19,Old - Historical,1998_2008
82845,2005-01-10,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.943762,-122.482723,19,Old - Historical,1998_2008
82855,2005-02-14,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,54.099027,-122.663843,19,Old - Historical,1998_2008
82853,2005-02-20,2005,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,53.634103,-122.663738,19,Old - Historical,1998_2008
82854,2005-02-22,2005,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,53.633357,-122.663743,19,Old - Historical,1998_2008
82865,2005-03-03,2005,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,2,53.9311,-122.7645,19,Old - Historical,1998_2008
82870,2005-03-08,2005,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,53.832573,-123.137805,19,Old - Historical,1998_2008
82861,2005-03-10,2005,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,53.850678,-122.705984,19,Old - Historical,1998_2008
82873,2005-03-10,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.894117,-121.984851,19,Old - Historical,1998_2008
82866,2005-03-11,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.945818,-122.76242,19,Old - Historical,1998_2008
82868,2005-03-11,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.859614,-122.656552,19,Old - Historical,1998_2008
82871,2005-03-11,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.850371,-122.823474,19,Old - Historical,1998_2008
82872,2005-03-15,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.810906,-122.97211,19,Old - Historical,1998_2008
82867,2005-03-16,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,54.003637,-122.801015,19,Old - Historical,1998_2008
82862,2005-03-24,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.85714,-122.71655,19,Old - Historical,1998_2008
82863,2005-03-27,2005,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,53.742882,-122.655901,19,Old - Historical,1998_2008
82876,2005-04-03,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.865243,-122.790392,19,Old - Historical,1998_2008
82874,2005-04-10,2005,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,54.060101,-122.730418,19,Old - Historical,1998_2008
82877,2005-04-11,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.809595,-122.937129,19,Old - Historical,1998_2008
82878,2005-04-11,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.812013,-122.927832,19,Old - Historical,1998_2008
82875,2005-04-30,2005,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,2,53.93406,-122.758265,19,Old - Historical,1998_2008
82887,2005-05-02,2005,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,53.943331,-122.446399,19,Old - Historical,1998_2008
82888,2005-05-05,2005,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,53.879388,-122.21124,19,Old - Historical,1998_2008
85690,2005-05-18,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,52.97793149,-119.4080968,20,Old - Historical,1998_2008
81365,2005-05-20,2005,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,53.300255,-123.135568,18,Old - Historical,1998_2008
82889,2005-06-05,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,54.715944,-122.787104,19,Old - Historical,1998_2008
82893,2005-06-10,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.91841,-121.780609,19,Old - Historical,1998_2008
82894,2005-06-14,2005,UNKNOWN,Prince George,Bear,UNKNOWN,UNKNOWN,1,53.918784,-121.759231,19,Old - Historical,1998_2008
82890,2005-06-17,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,54.759278,-122.802558,19,Old - Historical,1998_2008
94088,2005-06-18,2005,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,53.984487,-123.990327,23,Old - Historical,1998_2008
82895,2005-06-23,2005,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,53.707804,-121.048373,19,Old - Historical,1998_2008
82892,2005-06-27,2005,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,53.819056,-123.083561,19,Old - Historical,1998_2008
82898,2005-07-16,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,54.096575,-122.679824,19,Old - Historical,1998_2008
82900,2005-07-17,2005,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,53.881809,-122.769891,19,Old - Historical,1998_2008
82902,2005-08-10,2005,UNKNOWN,Prince George,Fox,UNKNOWN,UNKNOWN,1,53.836721,-122.683157,19,Old - Historical,1998_2008
82904,2005-08-18,2005,UNKNOWN,Prince George,Coyote,UNKNOWN,UNKNOWN,1,53.791689,-121.267894,19,Old - Historical,1998_2008
82903,2005-08-26,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,54.172036,-122.609883,19,Old - Historical,1998_2008
82905,2005-08-31,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.881846,-122.215248,19,Old - Historical,1998_2008
82917,2005-09-02,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.881755,-122.21499,19,Old - Historical,1998_2008
82906,2005-09-04,2005,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,53.853088,-122.709982,19,Old - Historical,1998_2008
82908,2005-09-06,2005,UNKNOWN,Prince George,Bear,UNKNOWN,UNKNOWN,1,53.836721,-122.683157,19,Old - Historical,1998_2008
82915,2005-09-06,2005,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,53.906292,-122.710285,19,Old - Historical,1998_2008
82907,2005-09-10,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.808488,-122.656364,19,Old - Historical,1998_2008
82918,2005-09-12,2005,UNKNOWN,Prince George,Bear,UNKNOWN,UNKNOWN,1,53.847859,-121.444424,19,Old - Historical,1998_2008
82919,2005-09-16,2005,UNKNOWN,Prince George,Bear,UNKNOWN,UNKNOWN,1,53.822003,-121.355643,19,Old - Historical,1998_2008
82912,2005-09-23,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.876637,-123.40152,19,Old - Historical,1998_2008
82913,2005-09-23,2005,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,53.866665,-123.353388,19,Old - Historical,1998_2008
82911,2005-09-30,2005,UNKNOWN,Prince George,Coyote,UNKNOWN,UNKNOWN,1,54.083989,-122.696052,19,Old - Historical,1998_2008
82914,2005-09-30,2005,UNKNOWN,Prince George,Bear,UNKNOWN,UNKNOWN,1,53.817484,-123.049506,19,Old - Historical,1998_2008
82916,2005-09-30,2005,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,53.906292,-122.710285,19,Old - Historical,1998_2008
82920,2005-10-05,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.742882,-122.655901,19,Old - Historical,1998_2008
82921,2005-10-30,2005,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,53.967298,-122.767211,19,Old - Historical,1998_2008
82922,2005-10-31,2005,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,54.147382,-122.624143,19,Old - Historical,1998_2008
82930,2005-11-01,2005,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,53.82412,-122.869651,19,Old - Historical,1998_2008
82931,2005-11-10,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.865072,-121.532397,19,Old - Historical,1998_2008
82932,2005-11-10,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.918175,-121.753229,19,Old - Historical,1998_2008
82927,2005-11-16,2005,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,54.227553,-122.605069,19,Old - Historical,1998_2008
82928,2005-11-27,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,54.218698,-122.603971,19,Old - Historical,1998_2008
82929,2005-11-29,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,54.210721,-122.603385,19,Old - Historical,1998_2008
82942,2005-12-04,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.905772,-121.904009,19,Old - Historical,1998_2008
82946,2005-12-08,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.655421,-120.88456,19,Old - Historical,1998_2008
82943,2005-12-09,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.77857,-121.241222,19,Old - Historical,1998_2008
82940,2005-12-10,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.865519,-123.266278,19,Old - Historical,1998_2008
82941,2005-12-10,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.868783,-122.780547,19,Old - Historical,1998_2008
94089,2005-12-13,2005,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,53.892143,-123.537585,23,Old - Historical,1998_2008
82944,2005-12-14,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.865587,-121.533824,19,Old - Historical,1998_2008
82933,2005-12-18,2005,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,53.736063,-122.65586,19,Old - Historical,1998_2008
82945,2005-12-20,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.753323,-121.197946,19,Old - Historical,1998_2008
82947,2005-12-23,2005,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.707804,-121.048373,19,Old - Historical,1998_2008
82970,2006-01-01,2006,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.757688,-122.655929,19,Old - Historical,1998_2008
82971,2006-01-16,2006,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.743784,-122.655918,19,Old - Historical,1998_2008
82967,2006-01-17,2006,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.831007,-122.845593,19,Old - Historical,1998_2008
82968,2006-01-19,2006,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.866665,-123.353388,19,Old - Historical,1998_2008
82972,2006-01-22,2006,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,53.691988,-122.669965,19,Old - Historical,1998_2008
82969,2006-01-27,2006,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.855746,-123.21686,19,Old - Historical,1998_2008
81559,2006-02-20,2006,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.278017,-122.482943,18,Old - Historical,1998_2008
81560,2006-02-20,2006,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.423417,-123.03369,18,Old - Historical,1998_2008
82977,2006-02-26,2006,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,53.541027,-120.725105,19,Old - Historical,1998_2008
82978,2006-03-03,2006,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.853088,-122.709982,19,Old - Historical,1998_2008
82981,2006-03-10,2006,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,53.679522,-122.925533,19,Old - Historical,1998_2008
82979,2006-03-12,2006,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,54.056871,-122.735973,19,Old - Historical,1998_2008
82980,2006-03-27,2006,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,53.933319,-122.758913,19,Old - Historical,1998_2008
82983,2006-04-06,2006,UNKNOWN,Prince George,Moose,UNKNOWN,UNKNOWN,1,54.043057,-122.755454,19,Old - Historical,1998_2008
82994,2006-05-15,2006,UNKNOWN,Prince George,Deer,UNKNOWN,UNKNOWN,1,53.809783,-122.979149,19,Old - Historical,1998_2008
