"FSA","location_name","Vulnerability_Communication_Kindergarten","Vulnerability_Emotional_Kindergarten","Vulnerability_Cognitive_Kindergarten","Vulnerability_Physical_Kindergarten","Vulnerability_Social_Kindergarten","Vulnerability_One_or_More_Areas_Kindergarten","Life_Expectancy_Total_All_Ages","PYLL_Smoking_Attributable_Deaths","PYLL_Drug_Induced_Deaths","PYLL_Alcohol_Related_Deaths","PYLL_Accidental_Falls","PYLL_Motor_Vehicle_Accidents","Infant_Mortality_Rate_1_Year","Low_Birth_Rate_1_Year","Asthma_Prevalence_5_54_Years","COPD_Prevalence_45_Years","Diabetes_Prevalence_1_Years","Heart_Failure_Prevalence_1_Years","Hypertension_Prevalence_20_Years","Asthma_Incidence_5_54_Years","COPD_Incidence_45_Years","Diabetes_Incidence_1_Years","Heart_Failure_Incidence_1_Years","Hypertension_Incidence_20_Years","General_Practitioners_Per_100000_Population","Specialists_Per_100000_Population","Supplementary_Practitioners_Per_100000_Population","Alcohol_Consumption_Per_Capita","Injury_Hospitalization_Count","All_Cause_Cancer_Incident_Cases","Depression_Incident_Counts_1_Years","Asthma_Incident_Counts_5_54_Years","COPD_Incident_Counts_45_Years","Hypertension_Incident_Counts_20_Years","Heart_Failure_Incident_Counts_1_Years","Diabetes_Incident_Counts_1_Years","total_gaming_grant_2022","avg_gaming_grant_2022","population","pop_density","mean_age","median_age","num_living_alone","avg_household_size","num_single_ppl","median_person_income","median_household_income","low_income_percent","gini_household","num_eng_speakers","num_indigenous","num_non_indigenous","avg_room_dwelling","excess_rent","num_non_immig","num_non_minority","num_non_1yr_mover","num_hs_edu","num_postsecond","num_employed","avg10yr_noiselvl2019","avg10yr_landsat_fsa2019","pm25_fsa_avg10yr_2020","avg3yr_landtemp_2021","avg2019_buil_dense_100m","avg2019_facility_richness","avg2019_prox.emp","avg2019_prox_health","avg2019_prox_park","avg2021_canbics_index","avg10yr_annual_precipitation","2020s_summer_tmean_change","2050s_summer_tmean_change","total_heat","pop_chng","median_age_chgn"
"V9C","Victoria",0.1,0.15,0.07,0.14,0.13,0.27,83.1,1.02,0.81,1.03,1.61,0.71,3,55,13.1,5.9,7.8,1.8,23,6.7,8.2,6.1,3.1,20.8,76,15,120,1.7,6326,1730,952,450,252,714,190,395,993900,23664.28571,801.322580645161,1258.99677419355,41.9966666666667,43.8733333333333,61.1666666666667,2.60666666666667,239.166666666667,49773.3333333333,105466.666666667,5.06428571428571,0.259666666666667,752.333333333333,40.5,772,6.96333333333333,21.25,704.333333333333,739.333333333333,708.666666666667,584.5,287.333333333333,427.833333333333,59.3085,0.411,5.904,25.136,0.101,0.001,0.014,0.003,0.032,0.341,98.80975,0.8,2.5,198,75054,1.6
"V9E","Victoria",0.1,0.15,0.07,0.14,0.13,0.27,83.1,1.02,0.81,1.03,1.61,0.71,3,55,13.1,5.9,7.8,1.8,23,6.7,8.2,6.1,3.1,20.8,76,15,120,1.7,6326,1730,952,450,252,714,190,395,2004920,27093.51351,793.142857142857,394.292857142857,46.1714285714286,49.7142857142857,59.6428571428571,2.57857142857143,224.642857142857,50000,113857.142857143,5.14285714285714,0.320142857142857,722.5,33.2142857142857,760.714285714286,7.27857142857143,9.92142857142857,675,726.071428571429,699.285714285714,597.142857142857,289.285714285714,414.285714285714,59.3085,0.573,5.942,21.752,0.027,0,0.012,0.003,0.017,0.093,95.2670833333334,0.8,2.6,198,75054,1.6
"V9G","Ladysmith",0.12,0.21,0.1,0.12,0.2,0.36,80.7,1.07,0.94,1.86,0.6,2.09,1,53,15.2,7.4,7.2,1.9,23.1,8.3,9,6.3,2.7,15.3,114,22,65,1.5,2394,723,193,131,115,195,81,140,1439280,22488.75,614.545454545455,853.5,46.9619047619048,50.1809523809524,72.8571428571429,2.4952380952381,209.761904761905,39300,79670,10.585,0.2814,600.47619047619,86.9047619047619,544.52380952381,6.63333333333333,15.8947368421053,559.52380952381,609.047619047619,564.52380952381,444.761904761905,186.666666666667,266.666666666667,59.289,0.421,5.607,24.819,0.077,0.006,0.004,0.003,0.048,0.648,111.688833333333,0.8,2.6,198,8748,-8
"V9H","Campbell River",0.08,0.14,0.09,0.13,0.12,0.28,79.8,1.4,1.5,1.85,0.7,2.21,5,48,14.2,8.2,8.2,2.4,22.6,8.1,13.6,6.8,4.2,18.9,164,70,132,2.2,5038,1268,439,298,304,453,205,292,1690785,21134.8125,504.153846153846,313.380769230769,46.1526315789474,50.3789473684211,52.8947368421053,2.42105263157895,185,42258.8235294118,90500,8.46470588235294,0.298294117647059,642.105263157895,55.5263157894737,620,6.56315789473684,20.6181818181818,608.157894736842,647.894736842105,594.473684210526,474.736842105263,216.578947368421,302.894736842105,59.7865,0.444,5.6,26.419,0.082,0,0.003,0.002,0.042,0.153,143.768583333333,0.8,2.5,198,20673,0.199999999999996
"V9J","Courtenay",0.17,0.23,0.11,0.21,0.21,0.4,82.3,1.13,1.1,1.21,0.58,0.96,3,49,12.4,6.1,5.9,1.9,21.6,4.7,7,4.9,3.2,19.9,156,91,190,1.8,7616,2243,658,275,271,784,283,371,1690785,21134.8125,593.785714285714,160.842857142857,48.7,53.7230769230769,63.0769230769231,2.36153846153846,177.692307692308,40769.2307692308,86923.0769230769,9.64615384615385,0.311615384615385,581.538461538462,46.1538461538462,597.307692307692,6.76923076923077,10.5769230769231,571.538461538462,625,577.692307692308,467.692307692308,199.230769230769,278.461538461538,59.289,0.564,5.829,23.017,0.027,0,0.002,0.001,0.013,0.004,138.916,0.8,2.5,198,33611,-2.2
"V9K","Qualicum Beach",0.13,0.21,0.12,0.19,0.16,0.37,82.8,0.95,0.64,1.09,1.35,0.89,3,43,12.8,5.5,6.4,1.7,21.2,6.5,7,4.9,2.6,19.6,88,9,123,1.7,5692,1962,465,271,261,675,241,299,1715205,24157.8169,604.833333333333,469.829166666667,54.1166666666667,59.325,77.7083333333333,2.1375,194.166666666667,38886.9565217391,76995.652173913,11.0217391304348,0.312260869565217,552.291666666667,28.5416666666667,544.791666666667,6.3875,26.0571428571429,478.333333333333,558.958333333333,515,440.625,152.708333333333,210.833333333333,59.058,0.412,5.178,24.784,0.107,0.002,0.003,0.004,0.017,0.187,122.909333333333,0.8,2.5,198,23172,0.399999999999999
"V9L","Duncan",0.16,0.18,0.13,0.19,0.19,0.35,82,1.1,0.63,1.48,1.13,1.73,2,51,13.1,10.3,7.3,1.9,23,5.5,12.6,5,3.2,17.6,118,84,141,1.8,7872,1807,572,285,385,557,231,307,1439280,22488.75,577.918032786885,1123.7,46.3155172413793,48.8068965517241,75.6896551724138,2.38793103448276,226.379310344828,38377.7777777778,78440.7407407407,12.5537037037037,0.283574074074074,561.379310344828,97.5862068965517,495.689655172414,6.38103448275862,28.0727272727273,517.931034482759,548.448275862069,519.396551724138,395.775862068966,163.534482758621,265.431034482759,59.058,0.383,5.993,27.519,0.111,0.004,0.009,0.009,0.057,0.213,102.913583333333,0.8,2.6,198,2415,6.5
"V9M","Comox",0.17,0.23,0.11,0.21,0.21,0.4,82.3,1.13,1.1,1.21,0.58,0.96,3,49,12.4,6.1,5.9,1.9,21.6,4.7,7,4.9,3.2,19.9,156,91,190,1.8,7616,2243,658,275,271,784,283,371,2395130,26911.57303,551.15625,1365.73125,48.565625,52.321875,68.75,2.3125,180,43586.6666666667,85653.3333333333,7.55172413793103,0.2798,476.71875,36.5625,494.53125,6.784375,28.6409090909091,469.21875,513.59375,472.03125,403.28125,172.5,227.65625,59.555,0.42,6.003,27.02,0.117,0.004,0.01,0.011,0.044,0.751,132.519416666667,0.8,2.5,198,33611,-2.2
"V9N","Courtenay",0.17,0.23,0.11,0.21,0.21,0.4,82.3,1.13,1.1,1.21,0.58,0.96,3,49,12.4,6.1,5.9,1.9,21.6,4.7,7,4.9,3.2,19.9,156,91,190,1.8,7616,2243,658,275,271,784,283,371,1715205,24157.8169,658.603773584906,1508.99811320755,45.5943396226415,47.2150943396226,92.5471698113207,2.24150943396226,241.603773584906,39082.3529411765,75652.9411764706,11.6627450980392,0.279960784313726,591.509433962264,49.7169811320755,587.264150943396,6.06981132075472,35.2777777777778,552.924528301887,594.622641509434,547.075471698113,456.603773584906,198.11320754717,287.547169811321,59.827,0.367,6.175,28.293,0.127,0.005,0.014,0.008,0.08,0.829,136.612666666667,0.8,2.5,198,33611,-2.2
"V9P","Parksville",0.13,0.21,0.12,0.19,0.16,0.37,82.8,0.95,0.64,1.09,1.35,0.89,3,43,12.8,5.5,6.4,1.7,21.2,6.5,7,4.9,2.6,19.6,88,9,123,1.7,5692,1962,465,271,261,675,241,299,616520,15037.07317,626.957446808511,1101.58936170213,55.7106382978723,61.5,84.3617021276596,2.08510638297872,185.851063829787,39995.7446808511,78395.7446808511,9.55744680851064,0.30036170212766,584.574468085106,22.4468085106383,588.617021276596,6.30425531914894,27.8114285714286,510.31914893617,587.978723404255,537.978723404255,478.085106382979,160.851063829787,216.382978723404,58.903,0.358,5.231,25.58,0.112,0.002,0.005,0.003,0.032,0.381,116.22075,0.8,2.6,198,23172,0.399999999999999
"V9R","Nanaimo",0.13,0.18,0.1,0.18,0.16,0.34,81,1.26,1.59,1.61,1.42,1.45,4,53,13.4,6.6,7.4,1.9,20.9,6,8.6,5.7,3.4,16.7,146,111,140,1.9,11466,3347,1131,583,504,1021,465,631,1439280,22488.75,603.16,1876.106,42.7857142857143,42.8979591836735,90.3061224489796,2.30408163265306,264.69387755102,36791.8367346939,70785.7142857143,14.1734693877551,0.287816326530612,560.30612244898,78.9795918367347,514.081632653061,5.78571428571429,36.3468085106383,503.469387755102,522.959183673469,498.061224489796,408.163265306122,190.510204081633,279.489795918367,59.058,0.34,5.417,27.373,0.109,0.002,0.019,0.008,0.099,2.057,111.697083333333,0.8,2.6,198,57909,-2.2
"V9S","Nanaimo",0.13,0.18,0.1,0.18,0.16,0.34,81,1.26,1.59,1.61,1.42,1.45,4,53,13.4,6.6,7.4,1.9,20.9,6,8.6,5.7,3.4,16.7,146,111,140,1.9,11466,3347,1131,583,504,1021,465,631,2981898,36813.55556,609.861111111111,2357.43333333333,45.6361111111111,46.0472222222222,113.611111111111,2.16285714285714,277.361111111111,39308.5714285714,72074.2857142857,12.6257142857143,0.2872,554.027777777778,53,543.142857142857,5.77428571428571,35.9794117647059,496,522.571428571429,490.714285714286,438.714285714286,204.714285714286,290.571428571429,59.058,0.341,5.352,27.524,0.113,0.001,0.021,0.036,0.079,2.654,109.828833333333,0.8,2.6,198,57909,-2.2
"V9T","Nanaimo",0.13,0.18,0.1,0.18,0.16,0.34,81,1.26,1.59,1.61,1.42,1.45,4,53,13.4,6.6,7.4,1.9,20.9,6,8.6,5.7,3.4,16.7,146,111,140,1.9,11466,3347,1131,583,504,1021,465,631,616520,15037.07317,744.565217391304,1655.99782608696,45.0755555555556,46.6044444444444,80.4444444444444,2.40222222222222,253.444444444444,42972.7272727273,88475,8.32954545454546,0.280636363636364,695.222222222222,46,690.666666666667,6.69555555555556,22.4452380952381,610,643.555555555556,622.111111111111,538.777777777778,246.111111111111,352,59.3745,0.359,5.101,25.364,0.105,0.001,0.016,0.004,0.068,0.92,110.823333333333,0.8,2.6,198,57909,-2.2
"V9V","Nanaimo",0.13,0.18,0.1,0.18,0.16,0.34,81,1.26,1.59,1.61,1.42,1.45,4,53,13.4,6.6,7.4,1.9,20.9,6,8.6,5.7,3.4,16.7,146,111,140,1.9,11466,3347,1131,583,504,1021,465,631,2981898,36813.55556,565.954545454545,2191.38181818182,48.45,52.5181818181818,60.6818181818182,2.43181818181818,183.636363636364,42763.6363636364,93818.1818181818,8.26818181818182,0.2945,515.454545454545,24.3181818181818,529.545454545455,7.25909090909091,19.4055555555556,413.409090909091,450.909090909091,482.5,416.363636363636,177.954545454545,238.636363636364,59.058,0.287,5.171,25.722,0.162,0,0.013,0.007,0.097,0.268,111.137916666667,0.8,2.6,198,57909,-2.2
"V9W","Campbell River",0.08,0.14,0.09,0.13,0.12,0.28,79.8,1.4,1.5,1.85,0.7,2.21,5,48,14.2,8.2,8.2,2.4,22.6,8.1,13.6,6.8,4.2,18.9,164,70,132,2.2,5038,1268,439,298,304,453,205,292,1690785,21134.8125,554,1656.14074074074,46.0611111111111,48.3222222222222,79.0740740740741,2.26481481481481,205.462962962963,39614.8148148148,77403.7037037037,10.9333333333333,0.286203703703704,508.518518518519,74.537037037037,462.037037037037,6.34814814814815,25.5204081632653,482.962962962963,511.388888888889,462.314814814815,373.703703703704,155.833333333333,238.055555555556,60.384,0.351,5.525,28.843,0.123,0.001,0.01,0.008,0.055,0.075,144.568666666667,0.8,2.5,198,20673,0.199999999999996
"V9X","Nanaimo",0.12,0.21,0.1,0.12,0.2,0.36,80.7,1.07,0.94,1.86,0.6,2.09,1,53,15.2,7.4,7.2,1.9,23.1,8.3,9,6.3,2.7,15.3,114,22,65,1.5,2394,723,193,131,115,195,81,140,1439280,22488.75,608.166666666667,415.761111111111,44.8588235294118,47.8352941176471,55.2941176470588,2.45882352941176,192.058823529412,42282.3529411765,92511.7647058824,8.02941176470588,0.289294117647059,609.411764705882,42.3529411764706,583.235294117647,6.76470588235294,11.5533333333333,574.705882352941,603.823529411765,564.411764705882,438.529411764706,200.588235294118,311.176470588235,59.058,0.467,5.485,24.416,0.038,0,0.003,0.001,0.036,0.097,110.340166666667,0.8,2.6,198,57909,-2.2
"V9Y","Port Alberni",0.16,0.14,0.12,0.18,0.15,0.32,79,1.75,1.87,2.8,0.99,1.85,5,52,13.4,7.1,9.1,2.5,23.8,6.1,9.2,7,4.2,20.8,101,54,95,2.3,5288,948,386,171,148,331,151,209,1715205,24157.8169,490.648148148148,1054.24444444444,46.2269230769231,49.0461538461538,75.6730769230769,2.225,190.096153846154,36980,69148,13.66,0.28056,475.865384615385,86.3461538461539,415.673076923077,6.50192307692308,23.4333333333333,452.884615384615,477.211538461538,432.403846153846,314.807692307692,131.826923076923,205.769230769231,59.9555,0.348,5.978,27.959,0.1,0.001,0.007,0.004,0.034,0.251,157.952583333333,0.8,2.5,198,2415,6.5
"V9Z","Sooke",0.1,0.15,0.07,0.14,0.13,0.27,83.1,1.02,0.81,1.03,1.61,0.71,3,55,13.1,5.9,7.8,1.8,23,6.7,8.2,6.1,3.1,20.8,76,15,120,1.7,6326,1730,952,450,252,714,190,395,1150885,23976.77083,697.565217391304,636.734782608696,44.2454545454545,46.7818181818182,79.3181818181818,2.45909090909091,234.545454545455,42133.3333333333,86800,9.59444444444444,0.280388888888889,662.272727272727,64.0909090909091,644.545454545455,6.34545454545455,32.1277777777778,619.545454545455,683.863636363636,626.818181818182,502.727272727273,225.227272727273,344.318181818182,59.289,0.472,5.96,23.136,0.063,0.001,0.004,0.003,0.042,0.005,78.0569166666667,0.8,2.4,198,75054,1.6
